id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
11033,Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,46,45672
11034,AirAsia,I5-1531,Chennai,Night,one,Morning,Kolkata,Economy,11.0,28,4087
11035,Vistara,UK-870,Hyderabad,Night,one,Evening,Chennai,Business,19.75,14,51707
11036,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,18,3014
11037,Indigo,6E-5312,Mumbai,Morning,one,Afternoon,Chennai,Economy,4.33,15,8043
11038,Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,44,5322
11039,Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.67,34,6450
11040,GO_FIRST,G8-395,Bangalore,Morning,one,Night,Kolkata,Economy,15.42,7,5177
11041,GO_FIRST,G8-300,Delhi,Morning,one,Evening,Mumbai,Economy,9.67,38,13050
11042,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,38,2410
11043,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Business,12.67,22,53152
11044,Vistara,UK-772,Kolkata,Morning,one,Late_Night,Delhi,Economy,14.5,28,6461
11045,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,11.25,39,4209
11046,Indigo,6E-379,Bangalore,Morning,one,Evening,Mumbai,Economy,8.17,15,5178
11047,Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.42,36,4784
11048,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,16.92,15,51382
11049,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Business,14.0,18,52522
11050,GO_FIRST,G8-7537,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.33,22,3916
11051,Air_India,AI-501,Bangalore,Afternoon,one,Night,Chennai,Business,10.25,28,60396
11052,Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.0,44,6568
11053,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.83,34,5256
11054,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,29,4000
11055,Vistara,UK-958,Mumbai,Afternoon,one,Night,Chennai,Business,10.33,4,57565
11056,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,32,8112
11057,Air_India,AI-660,Mumbai,Evening,one,Morning,Chennai,Business,14.92,35,49613
11058,Vistara,UK-996,Mumbai,Evening,one,Evening,Hyderabad,Business,25.42,31,60365
11059,Vistara,UK-653,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,11.5,27,6398
11060,Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,12,7813
11061,AirAsia,I5-1621,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.92,48,2723
11062,GO_FIRST,G8-801,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,6,11556
11063,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,23.33,36,8439
11064,Air_India,AI-402,Kolkata,Morning,one,Morning,Hyderabad,Business,22.58,49,52063
11065,SpiceJet,SG-8701,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.33,45,4068
11066,Vistara,UK-893,Bangalore,Evening,one,Morning,Mumbai,Economy,14.08,30,4792
11067,Indigo,6E-654,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,18,4500
11068,Indigo,6E-193,Chennai,Evening,one,Late_Night,Delhi,Economy,5.17,49,3361
11069,Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.25,43,3864
11070,Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Business,14.42,5,44280
11071,Indigo,6E-232,Bangalore,Night,one,Early_Morning,Delhi,Economy,5.25,26,3288
11072,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.92,47,6502
11073,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,15,45883
11074,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,21.0,46,5937
11075,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,45,53645
11076,Indigo,6E-2032,Delhi,Evening,one,Late_Night,Kolkata,Economy,7.17,15,7646
11077,Vistara,UK-874,Hyderabad,Morning,one,Evening,Chennai,Economy,11.42,42,6287
11078,Indigo,6E-2043,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.25,46,2482
11079,Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,7.42,34,54841
11080,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Business,7.33,11,53164
11081,Vistara,UK-824,Chennai,Night,two_or_more,Afternoon,Hyderabad,Economy,15.75,33,6032
11082,Vistara,UK-988,Mumbai,Night,one,Evening,Chennai,Business,19.42,42,61933
11083,AirAsia,I5-787,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,9.83,31,2977
11084,Vistara,UK-708,Kolkata,Night,one,Night,Mumbai,Business,25.17,22,59254
11085,Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Business,8.58,18,60978
11086,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,7,12990
11087,Vistara,UK-857,Mumbai,Night,one,Morning,Delhi,Economy,12.67,33,6122
11088,GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,42,4020
11089,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,16,4896
11090,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.67,38,5983
11091,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,6,12045
11092,Indigo,6E-6802,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.58,38,4885
11093,Air_India,AI-9891,Hyderabad,Evening,one,Night,Delhi,Economy,4.83,48,5410
11094,Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Economy,12.17,22,5866
11095,Air_India,AI-765,Kolkata,Evening,one,Afternoon,Delhi,Economy,18.08,26,8069
11096,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,15.25,36,56702
11097,Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,12,10744
11098,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Business,1.83,2,24344
11099,Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,8,12791
11100,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,20,61873
11101,SpiceJet,SG-8803,Delhi,Early_Morning,one,Night,Chennai,Economy,14.0,25,4149
11102,Indigo,6E-557,Chennai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.33,45,1105
11103,Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.58,15,10643
11104,GO_FIRST,G8-7560,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,10.33,19,8089
11105,GO_FIRST,G8-532,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,38,6512
11106,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6.0,39,7575
11107,Air_India,AI-619,Mumbai,Night,one,Afternoon,Delhi,Business,17.58,17,41101
11108,Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,10.75,28,6120
11109,Vistara,UK-708,Kolkata,Night,one,Morning,Hyderabad,Business,13.25,13,52175
11110,Vistara,UK-945,Delhi,Morning,one,Morning,Kolkata,Business,22.0,24,59929
11111,Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Economy,26.67,40,6158
11112,Vistara,UK-833,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.75,17,2679
11113,AirAsia,I5-2462,Chennai,Night,one,Afternoon,Delhi,Economy,15.5,47,2477
11114,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,34,4501
11115,Air_India,AI-840,Hyderabad,Night,two_or_more,Night,Bangalore,Economy,23.25,4,14008
11116,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.92,35,5421
11117,Air_India,AI-768,Kolkata,Afternoon,one,Afternoon,Chennai,Economy,21.17,22,8264
11118,Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,29,5322
11119,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,43,2456
11120,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,14.92,25,66928
11121,Indigo,6E-413,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.5,24,1776
11122,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,3,23604
11123,Air_India,AI-768,Kolkata,Afternoon,one,Night,Chennai,Business,8.08,32,55983
11124,Air_India,AI-9518,Hyderabad,Night,one,Afternoon,Delhi,Economy,19.17,42,6128
11125,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Economy,6.08,20,4896
11126,Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,8.83,17,58111
11127,Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Business,13.17,34,38099
11128,Indigo,6E-959,Bangalore,Afternoon,one,Night,Kolkata,Economy,8.0,19,3962
11129,Indigo,6E-2005,Delhi,Morning,one,Afternoon,Chennai,Economy,5.42,18,3266
11130,Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,7.67,12,62045
11131,Indigo,6E-5303,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,49,2201
11132,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,12,11940
11133,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,49,4000
11134,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,10,12465
11135,Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,Business,16.5,13,45693
11136,Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,7,4453
11137,Vistara,UK-874,Hyderabad,Morning,one,Morning,Chennai,Business,27.33,20,41314
11138,Vistara,UK-861,Mumbai,Early_Morning,one,Evening,Delhi,Business,10.33,45,47429
11139,Vistara,UK-986,Mumbai,Night,one,Evening,Hyderabad,Economy,21.17,41,4099
11140,Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,10.08,26,6502
11141,Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,16,5731
11142,Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,8,11310
11143,Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.67,32,4660
11144,Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Economy,2.92,12,7425
11145,Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.17,45,1694
11146,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,42,6181
11147,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.25,4,10744
11148,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,40,4896
11149,Indigo,6E-375,Kolkata,Early_Morning,one,Morning,Bangalore,Economy,4.42,48,4944
11150,Indigo,6E-207,Kolkata,Morning,one,Evening,Hyderabad,Economy,7.83,35,7193
11151,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,1,17505
11152,Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Economy,5.33,12,10058
11153,Air_India,AI-867,Mumbai,Night,one,Afternoon,Kolkata,Business,15.0,17,49725
11154,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,13.75,9,53164
11155,Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Mumbai,Economy,25.25,17,6980
11156,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,39,45883
11157,Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,11.58,4,14364
11158,Air_India,AI-762,Delhi,Night,one,Night,Hyderabad,Business,25.0,13,47408
11159,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Chennai,Business,19.92,35,41314
11160,Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,14.42,31,45883
11161,Air_India,AI-430,Chennai,Morning,one,Afternoon,Kolkata,Economy,26.58,31,4363
11162,GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,21,4020
11163,Indigo,6E-374,Kolkata,Afternoon,two_or_more,Evening,Bangalore,Economy,6.33,47,6284
11164,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,24,4721
11165,Air_India,AI-635,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,3,54306
11166,GO_FIRST,G8-294,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.17,47,1714
11167,Indigo,6E-193,Chennai,Evening,zero,Night,Hyderabad,Economy,1.25,20,1800
11168,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,7.33,35,6195
11169,Air_India,AI-539,Chennai,Evening,zero,Evening,Delhi,Economy,2.83,13,8718
11170,GO_FIRST,G8-287,Mumbai,Morning,one,Evening,Delhi,Economy,6.92,20,5942
11171,Indigo,6E-643,Hyderabad,Afternoon,one,Night,Kolkata,Economy,7.5,18,5293
11172,Air_India,AI-809,Mumbai,Morning,one,Evening,Bangalore,Economy,6.25,7,9201
11173,Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.17,37,51372
11174,Air_India,AI-9876,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,3.75,2,1977
11175,Air_India,AI-748,Bangalore,Late_Night,one,Afternoon,Delhi,Business,10.25,20,52586
11176,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,42,5355
11177,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Business,23.08,26,53164
11178,Air_India,AI-9517,Bangalore,Evening,one,Morning,Mumbai,Economy,14.83,36,3709
11179,GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.25,30,6324
11180,Air_India,AI-501,Bangalore,Afternoon,one,Night,Mumbai,Economy,8.25,18,6158
11181,Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Economy,26.17,35,6158
11182,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Business,11.08,26,65529
11183,Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,10.25,30,68303
11184,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,13.92,16,66928
11185,GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Early_Morning,Mumbai,Economy,11.25,23,5177
11186,GO_FIRST,G8-145,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,31,4601
11187,Indigo,6E-5375,Mumbai,Evening,one,Night,Bangalore,Economy,5.58,44,2124
11188,Air_India,AI-681,Mumbai,Evening,one,Night,Delhi,Business,28.0,21,49884
11189,Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,8,68415
11190,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,24,2409
11191,Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Business,18.08,3,68184
11192,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.17,36,55377
11193,Air_India,AI-840,Hyderabad,Night,one,Night,Mumbai,Economy,26.58,6,10967
11194,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,32.08,26,7190
11195,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,9.58,20,54841
11196,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,18,49177
11197,Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Business,18.08,45,56476
11198,Indigo,6E-5312,Mumbai,Morning,zero,Afternoon,Hyderabad,Economy,1.33,22,2901
11199,Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.17,7,10744
11200,GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,23,5954
11201,Vistara,UK-705,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,12.42,17,19412
11202,Indigo,6E-6212,Bangalore,Morning,one,Night,Kolkata,Economy,9.33,42,3393
11203,Vistara,UK-807,Delhi,Night,one,Morning,Hyderabad,Economy,12.42,8,11520
11204,Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Economy,14.58,25,4672
11205,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,13.5,3,76009
11206,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.58,32,4294
11207,GO_FIRST,G8-424,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.0,12,6710
11208,Vistara,UK-706,Delhi,Afternoon,two_or_more,Early_Morning,Bangalore,Economy,18.17,6,13874
11209,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,29.67,42,6312
11210,Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Economy,12.33,14,10451
11211,Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Business,13.75,26,51817
11212,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Business,2.08,35,22152
11213,Indigo,6E-6491,Bangalore,Afternoon,one,Night,Delhi,Economy,10.67,4,9798
11214,Air_India,AI-501,Bangalore,Afternoon,one,Evening,Kolkata,Economy,5.83,43,6583
11215,Vistara,UK-960,Mumbai,Morning,one,Morning,Hyderabad,Economy,21.75,10,9879
11216,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,14.92,10,69244
11217,Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Economy,16.58,9,13524
11218,Indigo,6E-922,Hyderabad,Afternoon,one,Night,Kolkata,Economy,8.08,3,13515
11219,Indigo,6E-6212,Bangalore,Morning,one,Night,Hyderabad,Economy,10.0,11,6638
11220,Indigo,6E-743,Hyderabad,Early_Morning,two_or_more,Night,Chennai,Economy,15.42,16,11073
11221,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,7,53645
11222,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,22.17,44,6292
11223,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,48,50297
11224,Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Economy,14.75,45,6048
11225,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,20,7419
11226,Indigo,6E-5375,Mumbai,Evening,zero,Evening,Chennai,Economy,1.83,5,5943
11227,Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,12.67,24,5949
11228,Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,7.67,35,3860
11229,Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Economy,15.83,40,5937
11230,Air_India,AI-402,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.5,4,7329
11231,AirAsia,I5-336,Mumbai,Night,one,Morning,Chennai,Economy,12.33,43,1890
11232,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,21.5,23,9068
11233,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10.0,21,8233
11234,Indigo,6E-7583,Kolkata,Afternoon,one,Night,Delhi,Economy,6.33,12,6489
11235,Air_India,AI-698,Hyderabad,Night,one,Morning,Bangalore,Business,12.92,33,38043
11236,Air_India,AI-685,Mumbai,Early_Morning,one,Evening,Delhi,Business,11.67,35,47205
11237,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,7.92,7,11205
11238,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,9.42,44,45995
11239,Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Business,17.17,40,52287
11240,Vistara,UK-824,Chennai,Night,one,Afternoon,Delhi,Economy,16.17,46,5206
11241,Vistara,UK-928,Mumbai,Early_Morning,one,Night,Kolkata,Business,16.25,18,75485
11242,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Business,20.42,44,50969
11243,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,11,50297
11244,Vistara,UK-870,Hyderabad,Night,one,Night,Chennai,Business,26.17,26,51707
11245,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Business,29.17,8,48882
11246,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Bangalore,Business,18.5,26,54608
11247,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.67,46,50271
11248,Indigo,6E-2348,Delhi,Evening,zero,Night,Hyderabad,Economy,2.33,26,2516
11249,Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,12.25,31,6853
11250,Air_India,AI-639,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.5,37,3654
11251,SpiceJet,SG-732,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.5,43,3453
11252,Vistara,UK-950,Mumbai,Night,one,Morning,Hyderabad,Economy,11.75,36,3971
11253,Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,13.08,7,60978
11254,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,12.75,45,4209
11255,Indigo,6E-157,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,5.17,48,1755
11256,SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,5,6480
11257,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,23,4161
11258,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,23,8112
11259,Indigo,6E-266,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,48,4390
11260,Indigo,6E-6785,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.67,12,6489
11261,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,13.17,17,5772
11262,Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.25,17,2834
11263,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10.0,17,14624
11264,Air_India,AI-768,Kolkata,Afternoon,one,Night,Mumbai,Business,6.67,42,50271
11265,GO_FIRST,G8-7546,Mumbai,Evening,one,Late_Night,Hyderabad,Economy,6.08,13,4262
11266,Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,23.17,1,20308
11267,Indigo,6E-5308,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.75,33,2835
11268,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,26,42457
11269,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,9.58,25,50271
11270,AirAsia,I5-1621,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.92,40,2723
11271,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,36,57017
11272,Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,15,11129
11273,Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Economy,9.58,49,4111
11274,AirAsia,I5-1543,Hyderabad,Afternoon,two_or_more,Night,Kolkata,Economy,6.75,9,13378
11275,Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.67,13,12570
11276,Indigo,6E-6016,Chennai,Evening,zero,Night,Kolkata,Economy,2.17,20,4656
11277,GO_FIRST,G8-461,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,11.33,47,6318
11278,Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,8.25,38,3873
11279,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,45,4933
11280,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,23,5441
11281,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,Economy,24.0,34,6332
11282,Indigo,6E-6535,Bangalore,Morning,one,Night,Delhi,Economy,9.67,31,4071
11283,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,14,11900
11284,Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,12.92,6,9420
11285,Indigo,6E-285,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.08,5,4453
11286,Air_India,AI-402,Kolkata,Morning,one,Night,Bangalore,Business,9.67,46,60978
11287,Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.75,32,6158
11288,Air_India,AI-772,Bangalore,Morning,one,Night,Mumbai,Economy,9.42,46,5850
11289,Vistara,UK-996,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,5,5943
11290,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.42,45,62591
11291,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Economy,17.17,34,4357
11292,Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Business,26.17,47,86144
11293,Indigo,6E-638,Bangalore,Evening,one,Night,Mumbai,Economy,4.08,40,3153
11294,GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Mumbai,Economy,14.92,8,5177
11295,Vistara,UK-958,Mumbai,Afternoon,one,Evening,Hyderabad,Business,7.5,10,53757
11296,Air_India,AI-9894,Chennai,Morning,one,Afternoon,Bangalore,Economy,5.83,12,8088
11297,Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Business,28.5,24,51817
11298,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,32,2098
11299,Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Delhi,Economy,6.83,42,4071
11300,SpiceJet,SG-8130,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.67,9,6488
11301,Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Hyderabad,Business,14.25,15,49207
11302,Air_India,AI-669,Mumbai,Morning,one,Morning,Bangalore,Economy,20.92,16,10271
11303,AirAsia,I5-517,Chennai,Morning,two_or_more,Night,Delhi,Economy,13.25,46,4064
11304,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,16,17522
11305,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Business,15.08,47,47217
11306,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,10,11919
11307,Indigo,6E-591,Chennai,Morning,one,Night,Mumbai,Economy,8.83,49,1830
11308,Vistara,UK-996,Mumbai,Evening,one,Morning,Bangalore,Economy,14.17,12,11129
11309,Indigo,6E-566,Kolkata,Night,zero,Late_Night,Chennai,Economy,2.25,49,2966
11310,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,30.25,43,6942
11311,Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,13.08,30,8914
11312,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Business,25.5,26,31528
11313,Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Business,2.75,45,32923
11314,Air_India,AI-770,Kolkata,Night,one,Evening,Bangalore,Business,19.75,31,60978
11315,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Economy,13.67,25,4714
11316,Air_India,AI-732,Kolkata,Afternoon,one,Morning,Delhi,Economy,20.17,24,5810
