address,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,2,62,2,9,44000,41.3133669,69.3235746
"город Ташкент, Mirobod район, Шахрисабз",Mirobod,3,74,3,9,70000,41.3029081,69.279218
"город Ташкент, Mirobod район, Фаровон",Mirobod,3,74,2,9,73999,41.2758912,69.2937133
"город Ташкент, Mirzo Ulugbek район, 1-й проезд Авайхон",Mirzo Ulugbek,3,85,1,9,52500,41.3129727,69.3438785
"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",Yunusobod,2,45,4,5,35500,41.3707855,69.3190425
"город Ташкент, Sergeli район, 10",Sergeli,3,75,6,9,55000,41.210633,69.2281531
"город Ташкент, Mirzo Ulugbek район, Мустакиллик",Mirzo Ulugbek,2,65,5,9,65000,41.3209122,69.303727
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,3,80,4,4,88000,41.3104865,69.2922234
"город Ташкент, Yashnobod район, Ташсельмаш",Yashnobod,2,62,7,9,44000,41.3080076,69.3078679
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,5,225,5,8,530000,41.2991561,69.2785087
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,2,62,7,9,70000,41.296644,69.275878
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,40,3,4,38500,41.2948119,69.2087824
"город Ташкент, Chilonzor район, Algaritm",Chilonzor,2,63.09,5,9,42000,41.259418,69.1804708
"город Ташкент, Chilonzor район, Чиланзар  3 квартал",Chilonzor,2,45,3,4,41000,41.2855934,69.223683
"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,77.5,8,10,49600,41.259418,69.1804708
"город Ташкент, Chilonzor район, Algaritm",Chilonzor,2,63.09,5,9,42000,41.259418,69.1804708
"город Ташкент, Shayhontohur район, Ул.Термиз",Shayhontohur,3,78,8,12,45000,41.2994958,69.2400734
"город Ташкент, Chilonzor район, Чиланзар  5 квартал",Chilonzor,3,100,6,9,78000,41.2916859,69.2177228
"город Ташкент, Mirzo Ulugbek район, Массив КараСу 1",Mirzo Ulugbek,5,110,3,4,86000,41.3375577,69.3726789
"город Ташкент, Mirzo Ulugbek район, Ул. Буюк Ипак Юли",Mirzo Ulugbek,3,86,2,4,55000,41.3422244,69.3607584
"город Ташкент, Olmzor район, Медгородок",Olmzor,3,205.8,1,6,95000,41.3645355,69.2281531
"город Ташкент, Yashnobod район, Асалобод (Слонима) ",Yashnobod,2,44,2,9,21000,41.286283,69.3235123
"город Ташкент, Sergeli район, 1-й проезд 5-й улицы Куприк",Sergeli,5,130,5,9,64000,41.210633,69.2281531
"город Ташкент, Yashnobod район, Асалобод (Слонима) ",Yashnobod,2,47,3,4,28500,41.286283,69.3235123
"город Ташкент, Uchtepa район, Чиланзар 21-й квартал",Uchtepa,2,57.95,11,12,29500,41.2924208,69.1737654
"город Ташкент, Olmzor район, Медгородок",Olmzor,3,205.8,1,6,95000,41.3645355,69.2281531
"город Ташкент, Mirobod район, Байналминал",Mirobod,4,120,1,4,135000,41.2995849,69.230515
"город Ташкент, Shayhontohur район, Ц15 Жангох",Shayhontohur,2,65,6,9,57000,41.3289182,69.2527386
"город Ташкент, Mirobod район, Госпитальный",Mirobod,1,42,2,9,38000,41.295316,69.275364
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,95,6,8,115000,41.3104865,69.2922234
"город Ташкент, Yashnobod район, Эльбека",Yashnobod,2,58,3,4,57000,41.2960584,69.3160808
"город Ташкент, Shayhontohur район, Урда",Shayhontohur,3,70,6,7,58000,41.3221852,69.2616787
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,125,5,9,131500,41.3104865,69.2922234
"город Ташкент, Yunusobod район, Алайский",Yunusobod,1,39,3,9,33500,41.3188889,69.2844444
"город Ташкент, Mirobod район, Госпитальный",Mirobod,4,121,6,10,110000,41.295316,69.275364
"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,62,1,9,67000,41.295316,69.275364
"город Ташкент, Yashnobod район, Авиасозлар-4 Лисунова-4",Yashnobod,2,48,3,4,36000,41.2964765,69.345861
"город Ташкент, Yashnobod район, Авиасозлар-1 Лисунова-1 Ипотека Банк",Yashnobod,3,70,1,4,46000,41.2874096,69.3499338
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,5,336,8,9,504000,41.3200874,69.3013967
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,3,147,3,8,225000,41.2911414,69.2601933
"город Ташкент, Yunusobod район, Осиё",Yunusobod,3,70,1,4,78000,41.325724,69.2942285
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,213,8,9,185000,41.2673079,69.2415634
"город Ташкент, Yashnobod район, Алтынтепа",Yashnobod,3,78,2,9,72000,41.286283,69.3235123
"город Ташкент, Mirzo Ulugbek район, Паркент",Mirzo Ulugbek,2,52.19,3,9,37000,41.3133669,69.3235746
"город Ташкент, Chilonzor район, Чиланзар 6квартал",Chilonzor,3,63,3,4,43000,41.2857552,69.2117625
"город Ташкент, Yashnobod район, Тузель 2-й квартал",Yashnobod,4,92,4,5,53999,41.292043,69.3607599
"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,4,125,4,4,75000,41.259418,69.1804708
"город Ташкент, Mirobod район, 1-й проезд Абдурауфа Фитрата",Mirobod,4,100,1,9,145000,41.2727183,69.3095569
"город Ташкент, Shayhontohur район, Богкуча",Shayhontohur,2,58,6,9,44500,41.3274311,69.2209268
"город Ташкент, Sergeli район, 9-й строительный участок",Sergeli,2,63,7,16,33539,41.210633,69.2281531
"город Ташкент, Mirzo Ulugbek район, Дархан",Mirzo Ulugbek,3,70,8,9,56000,41.3200874,69.3013967
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули",Mirzo Ulugbek,3,75,5,9,62000,41.3104865,69.2922234
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,4,95,4,9,75000,41.3141622,69.2368973
"город Ташкент, Yunusobod район, Юнусабад 11-й квартал",Yunusobod,1,37,3,4,31000,41.3700057,69.2892434
"город Ташкент, Mirobod район, Огабегим",Mirobod,3,130,9,12,50000,41.2788072,69.3057451
"город Ташкент, Shayhontohur район, Джарарык",Shayhontohur,5,168,5,9,62000,41.3378221,69.1819609
"город Ташкент, Olmzor район, Фараби",Olmzor,4,120,4,5,95000,41.3461242,69.2037311
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,48,5,9,23000,41.2673079,69.2415634
"город Ташкент, Sergeli район, Сергели-II",Sergeli,3,95,9,9,43524,41.210633,69.2281531
"город Ташкент, Mirobod район, Куйлюк 4-й квартал",Mirobod,2,56,3,5,38500,41.2459142,69.307123
"город Ташкент, Shayhontohur район, Дучар",Shayhontohur,3,85,4,12,53000,41.3275402,69.2102725
"город Ташкент, Yunusobod район, Юнус Абад 2 кв",Yunusobod,1,36,3,4,20500,41.3587493,69.2996732
"город Ташкент, Yashnobod район, Тузель-1 40лет-1",Yashnobod,2,56,5,5,29500,41.2987036,69.3577802
"город Ташкент, Yashnobod район, Авиасозлар- Дворец",Yashnobod,3,70,2,5,35500,41.2922516,69.3419071
"город Ташкент, Yashnobod район, Авиасозлар/ Мухтар Ашрафи",Yashnobod,3,70,2,4,39500,41.3143203,69.2904293
"город Ташкент, Yashnobod район, Авиасозлар/ 58-военный городок",Yashnobod,3,78,4,4,38500,41.2837457,69.3492091
"город Ташкент, Yashnobod район, Авиасозлар-1 Лисунова-1",Yashnobod,3,78,5,5,36000,41.2874096,69.3499338
"город Ташкент, Yashnobod район, Авиасозлар/ Массив Янгиобод",Yashnobod,2,51,4,7,27000,41.2853546,69.3491897
"город Ташкент, Yashnobod район, Метро Достлик Бывшее Чикалова",Yashnobod,4,160,4,4,85000,41.2942588,69.3216088
"город Ташкент, Olmzor район, жилой комплекс Cambridge Village",Olmzor,3,90,5,5,120000,41.3493781,69.2550774
"город Ташкент, Yakkasaroy район, жилой комплекс Dream House",Yakkasaroy,2,77,6,8,56000,41.2787427,69.2691785
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,90,9,9,63000,41.2991561,69.2785087
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,120,4,8,160000,41.2991561,69.2785087
"город Ташкент, Yakkasaroy район, Конституция",Yakkasaroy,4,150,7,8,160000,41.2638329,69.2254764
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,120,5,9,145000,41.2991561,69.2785087
"город Ташкент, Mirzo Ulugbek район, жилой комплекс Дархан",Mirzo Ulugbek,3,120,4,9,155000,41.3466485,69.3328133
"город Ташкент, Yunusobod район, ТашГРЭС",Yunusobod,2,52,2,5,32500,41.3802576,69.3696992
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,6,142,1,9,135000,41.2818558,69.2552666
"город Ташкент, Uchtepa район, Чиланзар 22-й квартал",Uchtepa,2,53,1,4,34500,41.2879715,69.1692951
"город Ташкент, Yashnobod район, 1-й проезд Садыка Азимова",Yashnobod,4,140,8,8,230000,41.3051119,69.2927161
"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",Yunusobod,2,51,3,4,26500,41.3776023,69.3041431
"город Ташкент, Shayhontohur район, Ибн Сина-2",Shayhontohur,2,57,2,5,37000,41.3379756,69.1700401
"город Ташкент, Uchtepa район, Фархадская",Uchtepa,1,38,1,4,27500,41.2884048,69.183103
"город Ташкент, Yashnobod район, Шумиловский городок",Yashnobod,2,54,4,4,31500,41.286283,69.3235123
"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,2,62,2,4,76000,41.2983828,69.2730715
"город Ташкент, Uchtepa район, Фазылтепа",Uchtepa,2,45,4,4,26000,41.2937955,69.1730881
"город Ташкент, Mirobod район, Миробод",Mirobod,4,110,9,9,70000,41.2758912,69.2937133
"город Ташкент, Sergeli район, Sergeli 6",Sergeli,2,57,1,7,34800,41.2304214,69.2117625
"город Ташкент, Mirobod район, 1-й проезд Файзиобод",Mirobod,4,110,4,4,45000,41.2758912,69.2937133
"город Ташкент, Mirzo Ulugbek район, 1-й проезд Алпамыш",Mirzo Ulugbek,1,70,4,5,38500,41.3292204,69.3473509
"город Ташкент, Yashnobod район, жилой комплекс Обод Макон",Yashnobod,3,58,1,5,40000,41.3017691,69.2441976
"город Ташкент, Olmzor район, Олимпия",Olmzor,2,56.47,2,4,35000,41.3621443,69.1931366
"город Ташкент, Yunusobod район, Юнусабад-7",Yunusobod,3,68,1,4,43000,41.3716355,69.2691287
"город Ташкент, Yunusobod район, Юнусабад-19",Yunusobod,2,60,1,5,39000,41.3750315,69.3160626
"город Ташкент, Yunusobod район, Юнусабад-17",Yunusobod,4,106,1,6,105000,41.3667092,69.3101029
"город Ташкент, Yunusobod район, Юнусабад-12",Yunusobod,4,86,2,5,70000,41.3777696,69.2922234
"город Ташкент, Yunusobod район, Юнусобод 19",Yunusobod,2,60,1,5,42000,41.3750315,69.3160626
"город Ташкент, Yunusobod район, Юнусобод 18",Yunusobod,3,70,2,4,48000,41.3707855,69.3190425
"город Ташкент, Sergeli район, населённый пункт Бабур",Sergeli,2,41,2,3,29000,41.2765672,69.2460335
"город Ташкент, Olmzor район, Каракамыш 1/2",Olmzor,1,42,1,5,23500,41.357531,69.2356033
"город Ташкент, Sergeli район, Сергели-III",Sergeli,2,59,1,5,38500,41.2126773,69.2326232
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,2,50,8,12,29900,41.3141622,69.2368973
"город Ташкент, Mirzo Ulugbek район, Метро Хамид Алимджан",Mirzo Ulugbek,3,95,5,18,66000,41.3173835,69.2948592
"город Ташкент, Sergeli район, Сергели-IV",Sergeli,4,91,4,5,43000,41.2167651,69.2415634
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,2,50,8,12,29900,41.3141622,69.2368973
"город Ташкент, Yashnobod район, Мухтор Ашрафий",Yashnobod,1,29.7,1,1,20500,41.2745798,69.3153147
"город Ташкент, Mirzo Ulugbek район, Академгородок",Mirzo Ulugbek,1,36,3,4,25000,41.339688,69.340163
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,60,7,9,39985,41.2948119,69.2087824
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,4,85,2,4,69990,41.314662,69.293391
"город Ташкент, Shayhontohur район, Аль-Хорезми",Shayhontohur,4,139,6,7,150000,41.344197,69.197332
"город Ташкент, Uchtepa район, Кухна-Чупонота массив Чиланзар 13-й квартал",Uchtepa,3,57,2,5,55000,41.2902787,69.1839655
"город Ташкент, Mirzo Ulugbek район, Ташкент,Mirzo Ulugbek р.Ул.Лафарга.М.БИЙ",Mirzo Ulugbek,4,65,4,4,63000,41.3196379,69.3200203
"город Ташкент, Yunusobod район, ц-4 Кашгар (Ц-4) ",Yunusobod,1,44,2,7,60000,41.3197131,69.2773236
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,96,2,4,88000,41.2916859,69.2177228
"город Ташкент, Mirzo Ulugbek район, Кары-Ниязи",Mirzo Ulugbek,4,106,9,11,106000,41.3242397,69.2982672
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,50,5,5,34500,41.322142,69.303611
"город Ташкент, Uchtepa район, Чиланзар квартал Г9А",Uchtepa,1,42,2,4,25700,41.2729489,69.1916465
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,182,2,7,335000,41.2991561,69.2785087
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,1,42,3,4,26200,41.2901628,69.1968618
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,30,2,4,25700,41.2807837,69.223683
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,46,2,4,46500,41.322142,69.303611
"город Ташкент, Yakkasaroy район, Кичик Бешагач",Yakkasaroy,3,105,5,10,125000,41.2834892,69.2665263
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,46,5,5,38000,41.314662,69.293391
"город Ташкент, Yashnobod район, Оханграбо",Yashnobod,2,35,7,9,19000,41.2535107,69.3437258
"город Ташкент, Yunusobod район, Киёт",Yunusobod,4,155,5,8,125000,41.3245206,69.2773236
"город Ташкент, Yakkasaroy район, Шота Руставели",Yakkasaroy,3,150,3,8,225000,41.2911414,69.2601933
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,70,1,5,48000,41.2814223,69.1760005
"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",Uchtepa,4,86,5,5,46000,41.2867929,69.1789807
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,46,5,5,39000,41.3215876,69.3230626
"город Ташкент, Yunusobod район, Юнусабад 13-й квартал",Yunusobod,3,78,4,4,48000,41.3692799,69.2981832
"город Ташкент, Mirobod район, Мирабад",Mirobod,3,72,2,9,82000,41.2758912,69.2937133
"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,75,5,9,55000,41.259418,69.1804708
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,60,1,4,47500,41.3215876,69.3230626
"город Ташкент, Mirobod район, Афросиаб (пр-т Косманавтов) ",Mirobod,3,75,2,9,74000,41.3051824,69.2638823
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,70,3,9,90000,41.3104865,69.2922234
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,61,3,4,38000,41.2948119,69.2087824
"город Ташкент, Shayhontohur район, Международный деловой центр Tashkent City",Shayhontohur,3,92,4,8,115000,41.3365221,69.2824454
"город Ташкент, Yunusobod район, Киёт",Yunusobod,2,55,3,4,58000,41.3245206,69.2773236
"город Ташкент, Olmzor район, Olmzor район массив Себзар",Olmzor,3,75,5,5,50000,41.331895,69.250422
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,65,4,4,57000,41.314662,69.293391
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,1,30,4,4,22000,41.3550649,69.3585936
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,90,2,9,51000,41.3292204,69.3473509
"город Ташкент, Olmzor район, Себзар",Olmzor,4,98,6,9,71000,41.3333453,69.2475235
"город Ташкент, Shayhontohur район, ц-13 Лабзак (ц-13) ",Shayhontohur,1,42,2,4,37000,41.3267124,69.2601886
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,2,52,4,5,36000,41.3215876,69.3230626
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,80,1,5,51000,41.3292204,69.3473509
"город Ташкент, Chilonzor район, Малая кольцевая дорога",Chilonzor,3,48,4,5,39500,41.2710539,69.2101886
"город Ташкент, Sergeli район, Сергели-I Yangihayot район",Sergeli,1,39,5,5,21000,41.210633,69.2281531
"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,4,125,6,9,250000,41.2894304,69.2283298
"город Ташкент, Mirzo Ulugbek район, Мудофаа",Mirzo Ulugbek,2,60,4,4,31500,41.3326316,69.3350592
"город Ташкент, Mirzo Ulugbek район, Хумаюн",Mirzo Ulugbek,3,94,5,5,50000,41.3427418,69.3875774
"город Ташкент, Mirobod район, Г.Россия Габус",Mirobod,4,160,2,9,365000,41.2983743,69.286357
"город Ташкент, Yakkasaroy район, пр-т Бабура",Yakkasaroy,1,45,9,10,28000,41.2892951,69.2582738
"город Ташкент, Mirzo Ulugbek район, Катта корасув",Mirzo Ulugbek,2,62,3,5,55000,41.3380839,69.3789461
"город Ташкент, Yashnobod район, Ташсельмаш",Yashnobod,2,52,1,4,41000,41.3080076,69.3078679
"город Ташкент, Mirobod район, М.Ойбек Габус",Mirobod,4,282,7,8,305000,41.2983828,69.2730715
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,78,5,5,39000,41.3292204,69.3473509
"город Ташкент, Mirzo Ulugbek район, Дархон",Mirzo Ulugbek,2,40,2,4,35500,41.3312004,69.3092476
"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",Chilonzor,1,26,1,4,29500,41.2807837,69.223683
"город Ташкент, Olmzor район, Файзибаланд",Olmzor,2,74,4,9,41000,41.3645355,69.2281531
"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,3,67,9,9,29900,41.3326551,69.3689542
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,60,3,9,45000,41.314662,69.293391
"город Ташкент, Yunusobod район, Буюк Турон",Yunusobod,4,140,4,8,100000,41.3131267,69.2708313
"город Ташкент, Chilonzor район, Ул.Пеонерская",Chilonzor,1,30,2,4,25400,41.2759136,69.2245267
"город Ташкент, Chilonzor район, Катартол бозор",Chilonzor,2,60,4,9,46500,41.2932062,69.2120768
"город Ташкент, Mirobod район, Шахрисабз",Mirobod,2,60,3,9,54000,41.3029081,69.279218
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,3,70,4,5,60000,41.2818558,69.2552666
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,4,138,2,8,145000,41.2673079,69.2415634
"город Ташкент, Uchtepa район, Чиланзар 26-й квартал",Uchtepa,1,36,3,4,25200,41.2771751,69.1789807
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,2,48,5,9,23000,41.2673079,69.2415634
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,3,78,3,4,47000,41.3375577,69.3726789
"город Ташкент, Chilonzor район, Торговый центр Чиланзар",Chilonzor,2,43,2,4,42000,41.2830467,69.2222748
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,4,182,5,7,340000,41.2991561,69.2785087
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,65,3,5,52000,41.3215876,69.3230626
"город Ташкент, Yashnobod район, Лисунова-4 срочно 1/1/4/",Yashnobod,1,36,1,4,28000,41.2964765,69.345861
"город Ташкент, Mirzo Ulugbek район, Мусаввирлар (Художников) ",Mirzo Ulugbek,1,35,2,5,25500,41.3292204,69.3473509
"город Ташкент, Mirzo Ulugbek район, Турон",Mirzo Ulugbek,3,73,5,9,57000,41.3351702,69.3688617
"город Ташкент, Yashnobod район, Истикбол",Yashnobod,4,105,6,9,60000,41.3052026,69.2856753
"город Ташкент, Chilonzor район, Торговый центр Чиланзар",Chilonzor,2,43,1,4,33500,41.2830467,69.2222748
"город Ташкент, Yunusobod район, 17",Yunusobod,3,78,5,5,36500,41.3667092,69.3101029
"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,2,63,4,9,76000,41.2983828,69.2730715
"город Ташкент, Mirzo Ulugbek район, Ахмада Югнаки",Mirzo Ulugbek,3,90,5,5,45000,41.3475495,69.3875774
"город Ташкент, Sergeli район, Сергели-V",Sergeli,5,118,4,9,57993,41.210633,69.2281531
"город Ташкент, Yunusobod район, Юнусабад 18-й квартал",Yunusobod,3,75,4,4,52000,41.3707855,69.3190425
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,74,5,9,62000,41.314662,69.293391
"город Ташкент, Mirobod район, Мирабад",Mirobod,4,150,3,8,54000,41.2758912,69.2937133
"город Ташкент, Yunusobod район, Кашкар",Yunusobod,1,41,1,4,30000,41.3197131,69.2773236
"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,3,120,2,8,160000,41.2894304,69.2283298
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,4,97,4,9,95600,41.3104865,69.2922234
"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",Mirobod,5,110,5,9,140000,41.2983828,69.2730715
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,72,9,9,40000,41.2814223,69.1760005
"город Ташкент, Mirzo Ulugbek район, Ниёзбек йули",Mirzo Ulugbek,3,94,16,23,118000,41.3249559,69.289065
"город Ташкент, Mirobod район, Фаровон",Mirobod,2,115,7,8,160000,41.2758912,69.2937133
"город Ташкент, Yakkasaroy район, Ракат",Yakkasaroy,2,45,1,4,40000,41.2876117,69.2454228
"город Ташкент, Mirobod район, Фаровон",Mirobod,2,97,6,8,155000,41.2758912,69.2937133
"город Ташкент, Sergeli район, Буюк Ипак Йули",Sergeli,4,100,1,4,87000,41.3422244,69.3607584
"город Ташкент, Mirzo Ulugbek район, Карбасу",Mirzo Ulugbek,3,41,5,5,45000,41.3292204,69.3473509
"город Ташкент, Yakkasaroy район, Юнуса Раджаби",Yakkasaroy,4,60,4,4,75000,41.3042007,69.2601214
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,70,1,4,48000,41.274633,69.200587
"город Ташкент, Mirobod район, Нукус",Mirobod,3,88,5,5,55000,41.2910722,69.2769129
"город Ташкент, Mirobod район, Тараса Шевченко",Mirobod,3,110,2,8,169000,41.2991561,69.2785087
"город Ташкент, Chilonzor район, Чиланзар 16-й квартал",Chilonzor,3,70,3,4,55000,41.274633,69.200587
"город Ташкент, Yunusobod район, Юнусабад 1-й квартал",Yunusobod,3,80,2,4,90000,41.369675,69.293694
"город Ташкент, Olmzor район, 1-й проезд Уста Ширин",Olmzor,3,73,2,5,55000,41.3546349,69.2537035
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,67,3,4,42200,41.3375577,69.3726789
"город Ташкент, Mirzo Ulugbek район, Дархан 4/2/4 77 серия возле стадион Старт",Mirzo Ulugbek,4,100,2,4,95000,41.3200874,69.3013967
"город Ташкент, Mirobod район, Айбек метро 3/6/9 без ремонт дом Китай стена",Mirobod,3,75,6,9,59500,41.2983828,69.2730715
"город Ташкент, Uchtepa район, 1-й проезд Изза",Uchtepa,2,51,1,5,43500,41.2821153,69.1576663
"город Ташкент, Mirobod район, Куйлюк 1-й квартал",Mirobod,2,55,2,4,26300,41.2475877,69.3160626
"город Ташкент, Shayhontohur район, Урда",Shayhontohur,1,70,6,7,57500,41.3221852,69.2616787
"город Ташкент, Mirzo Ulugbek район, Мирзо Улугбека",Mirzo Ulugbek,3,68,4,4,47000,41.3292204,69.3473509
"город Ташкент, Shayhontohur район, улица Навои ориентир Ташкент Сити",Shayhontohur,3,101,3,7,105000,41.316655,69.2484841
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,50,3,12,42000,41.2818558,69.2552666
"город Ташкент, Mirobod район, Садыка Азимова (Жуковского) ",Mirobod,1,40,4,4,46500,41.3019672,69.283656
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,75,4,5,47000,41.3215876,69.3230626
"город Ташкент, Mirobod район, Афросиёб",Mirobod,3,75,8,9,85000,41.3035042,69.2680561
"город Ташкент, Yashnobod район, жилой комплекс Green Park",Yashnobod,3,86,5,9,75000,41.286283,69.3235123
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",Mirzo Ulugbek,2,60,3,4,102000,41.3104865,69.2922234
"город Ташкент, Yashnobod район, жилой комплекс Green Park",Yashnobod,2,58,4,9,55000,41.286283,69.3235123
"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,4,125,3,9,210000,41.2894304,69.2283298
"город Ташкент, Chilonzor район, жилой комплекс Новза",Chilonzor,3,114,2,9,160000,41.2894304,69.2283298
"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,1,30,4,4,27700,41.271386,69.1961168
"город Ташкент, Shayhontohur район, Гулбозор",Shayhontohur,3,90,12,12,37000,41.3248528,69.2334902
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,70,4,4,61000,41.314662,69.293391
"город Ташкент, Olmzor район, Фараби",Olmzor,4,100,2,9,57000,41.3461242,69.2037311
"город Ташкент, Sergeli район, Сергели 9 строительный участок",Sergeli,3,79.3,13,16,38448,41.220067,69.2207029
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,3,91,3,5,51000,41.3292204,69.3473509
"город Ташкент, Uchtepa район, Чиланзар 25-й квартал",Uchtepa,3,80,4,4,50000,41.2797359,69.1670599
"город Ташкент, Mirzo Ulugbek район, Олимлар (Морозова) ",Mirzo Ulugbek,2,55,7,7,57000,41.3292204,69.3473509
"город Ташкент, Chilonzor район, Чиланзар квартал Е",Chilonzor,3,75,5,9,57000,41.259418,69.1804708
"город Ташкент, Mirobod район, Ислама Каримова",Mirobod,2,45,6,9,58000,41.3082169,69.259765
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,2,90,2,9,51000,41.3292204,69.3473509
"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",Chilonzor,2,52,2,4,41500,41.2847707,69.2288981
"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",Chilonzor,3,65,4,4,42000,41.2916859,69.2177228
"город Ташкент, Chilonzor район, Малая кольцевая дорога",Chilonzor,2,45,2,4,32000,41.2710539,69.2101886
"город Ташкент, Bektemir район, Корзинка",Bektemir,3,56,4,4,28100,41.2448439,69.31065
