Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit History,Property_District,Loan_Status
26144,Female,,2,Not Graduate,TRUE,82249,7093,50000,300,1,CCR,1
26145,Female,FALSE,3,Not Graduate,TRUE,78990,21424,10000,300,1,CCR,1
26146,Male,FALSE,0,Graduate,TRUE,24238,28385,50000,180,1,CCR,1
26147,Male,TRUE,3,Graduate,TRUE,67167,1814,50000,360,1,OCR,0
26148,Male,FALSE,3,Not Graduate,TRUE,12262,19118,50000,180,1,OCR,1
26149,Male,TRUE,3,Not Graduate,TRUE,47817,11633,30000,60,0,OCR,1
26150,Female,TRUE,0,Not Graduate,FALSE,32782,24249,50000,120,1,RCR,1
26151,,TRUE,2,,TRUE,41683,29473,20000,240,0,OCR,1
26152,Male,FALSE,0,Graduate,TRUE,74449,4365,20000,180,1,RCR,1
26153,Male,FALSE,2,Not Graduate,TRUE,35468,,60000,60,1,OCR,1
26154,Male,FALSE,1,,TRUE,86797,3513,20000,120,1,RCR,1
26155,Female,TRUE,4,Not Graduate,TRUE,4272,33331,40000,120,0,RCR,0
26156,Male,TRUE,4,Not Graduate,FALSE,2949,45717,20000,120,1,OCR,1
26157,Male,TRUE,2,Not Graduate,FALSE,99111,33416,50000,360,0,CCR,0
26158,Male,FALSE,3,Not Graduate,TRUE,22678,29717,30000,240,1,CCR,0
26159,Male,FALSE,4,Graduate,FALSE,56509,31595,10000,360,1,RCR,1
26160,Male,FALSE,4,Not Graduate,TRUE,12675,30325,50000,300,1,OCR,1
26161,Male,FALSE,1,Not Graduate,TRUE,62662,24097,30000,240,1,OCR,0
26162,Male,TRUE,1,Not Graduate,TRUE,56240,9365,20000,120,1,CCR,1
26163,Male,FALSE,4,Graduate,TRUE,64924,43473,10000,120,0,OCR,0
26164,Female,FALSE,0,,FALSE,74567,45995,20000,360,1,OCR,1
26165,Male,TRUE,0,Not Graduate,FALSE,87256,32016,20000,180,0,OCR,1
26166,Male,TRUE,0,Graduate,FALSE,49805,31532,30000,300,1,OCR,1
26167,Female,FALSE,0,Not Graduate,TRUE,94360,34526,40000,240,0,OCR,1
26168,Male,TRUE,0,Not Graduate,FALSE,86774,23656,50000,60,1,RCR,0
26169,Male,FALSE,4,Not Graduate,TRUE,27204,,30000,60,1,RCR,1
26170,Male,TRUE,3,Graduate,TRUE,19975,47641,10000,120,1,RCR,0
26171,Male,TRUE,2,Graduate,TRUE,35566,13691,30000,300,0,CCR,1
26172,Female,TRUE,1,Not Graduate,TRUE,30398,6112,60000,60,1,OCR,1
26173,Male,FALSE,0,Not Graduate,TRUE,7877,15227,50000,120,1,OCR,1
26174,Male,TRUE,3,Not Graduate,TRUE,42249,33312,40000,60,1,CCR,1
26175,Male,TRUE,4,Not Graduate,TRUE,99980,9039,50000,360,1,RCR,0
26176,Male,FALSE,3,Graduate,TRUE,93286,29652,40000,360,1,RCR,1
26177,Male,FALSE,2,,TRUE,66316,45273,40000,240,0,OCR,1
26178,Female,FALSE,1,Graduate,FALSE,60294,,10000,360,1,OCR,0
26179,Male,FALSE,3,Not Graduate,TRUE,13063,10295,40000,300,1,RCR,1
26180,Male,FALSE,4,Graduate,TRUE,37103,,30000,240,1,OCR,1
26181,Male,FALSE,2,Not Graduate,FALSE,21641,19725,30000,60,1,OCR,0
26182,Female,TRUE,1,Not Graduate,FALSE,54513,40480,10000,240,0,CCR,1
26183,Male,TRUE,0,Not Graduate,FALSE,38436,7451,60000,60,0,OCR,1
26184,Male,TRUE,0,Graduate,TRUE,95887,27909,20000,180,1,OCR,0
26185,Male,TRUE,4,Graduate,FALSE,49210,21574,40000,60,1,OCR,0
26186,Male,TRUE,2,Not Graduate,FALSE,26158,36200,10000,120,1,OCR,1
26187,,FALSE,4,Graduate,FALSE,92542,31522,50000,60,1,CCR,1
26188,Male,,3,Not Graduate,FALSE,43045,29273,10000,360,1,RCR,0
26189,Male,FALSE,3,Graduate,FALSE,3420,44959,10000,240,1,CCR,1
26190,Male,TRUE,4,Not Graduate,FALSE,56942,46954,60000,300,1,RCR,1
26191,,TRUE,0,Graduate,TRUE,7819,,60000,360,1,OCR,1
26192,Male,FALSE,1,Not Graduate,FALSE,5827,,60000,240,1,RCR,1
26193,Female,FALSE,0,Not Graduate,TRUE,84685,36704,60000,360,1,RCR,1
26194,Male,TRUE,0,Not Graduate,TRUE,10787,3810,30000,360,1,RCR,1
26195,Male,FALSE,2,,TRUE,18083,43246,60000,360,0,OCR,0
26196,Male,TRUE,2,Graduate,TRUE,25625,46935,50000,240,1,OCR,1
26197,Female,FALSE,2,Graduate,TRUE,51614,25177,30000,60,1,RCR,0
26198,Male,TRUE,1,Graduate,TRUE,44967,49618,60000,180,0,OCR,1
26199,Female,FALSE,1,Graduate,TRUE,37925,44716,20000,240,0,CCR,1
26200,Male,FALSE,3,Graduate,FALSE,51941,4903,30000,240,1,RCR,0
26201,Female,FALSE,0,Graduate,FALSE,71281,48655,20000,120,0,OCR,1
26202,Male,FALSE,0,,TRUE,71583,47949,40000,180,0,OCR,0
26203,Male,FALSE,3,Graduate,FALSE,5976,46286,50000,300,1,CCR,1
26204,Male,FALSE,4,Not Graduate,FALSE,85492,42672,30000,60,1,RCR,0
26205,Male,TRUE,4,Graduate,TRUE,67957,,30000,60,1,OCR,1
26206,Female,TRUE,3,Not Graduate,FALSE,99010,,30000,120,0,OCR,1
26207,Male,FALSE,1,,TRUE,78305,26045,40000,240,0,OCR,1
26208,Female,TRUE,2,Graduate,FALSE,96357,44442,50000,60,1,RCR,0
26209,Male,TRUE,0,Graduate,FALSE,84551,21024,30000,360,1,CCR,1
26210,Female,FALSE,4,Not Graduate,TRUE,51036,33664,50000,180,1,RCR,0
26211,Male,TRUE,0,Graduate,FALSE,68550,37323,60000,300,1,CCR,0
26212,Male,FALSE,4,Graduate,TRUE,32701,6920,60000,180,1,RCR,0
26213,Female,TRUE,0,Graduate,FALSE,1753,30198,20000,120,0,CCR,0
26214,Male,TRUE,2,Graduate,FALSE,43039,12074,50000,120,0,OCR,1
26215,Female,TRUE,4,Graduate,TRUE,41077,41452,30000,240,1,OCR,1
26216,Male,TRUE,2,Graduate,FALSE,62863,48141,30000,60,1,RCR,0
26217,Male,FALSE,0,Not Graduate,TRUE,84820,25831,40000,300,1,RCR,0
26218,Male,FALSE,3,Graduate,TRUE,28283,16130,50000,360,1,OCR,1
26219,Female,TRUE,2,Graduate,TRUE,60041,,40000,180,1,OCR,1
26220,Male,TRUE,0,Not Graduate,TRUE,53036,15842,10000,120,1,OCR,0
26221,Male,TRUE,3,Not Graduate,TRUE,75241,2114,50000,60,1,OCR,1
26222,Male,FALSE,0,Not Graduate,FALSE,78885,1616,10000,300,1,CCR,0
26223,Male,FALSE,0,Not Graduate,TRUE,51601,25354,10000,300,1,RCR,1
26224,Male,TRUE,2,Graduate,FALSE,2075,43125,50000,120,0,OCR,0
26225,Male,FALSE,2,,TRUE,82112,18358,20000,120,1,OCR,0
26226,Female,TRUE,3,Graduate,FALSE,69735,16425,20000,180,1,CCR,0
26227,Male,TRUE,0,Not Graduate,TRUE,15732,,40000,120,1,RCR,1
26228,Female,TRUE,0,Graduate,TRUE,38041,1218,40000,300,1,RCR,1
26229,Male,TRUE,0,Graduate,TRUE,63146,24274,60000,120,1,CCR,1
26230,Male,TRUE,3,,FALSE,20047,14237,60000,240,1,CCR,1
26231,Female,FALSE,3,Not Graduate,FALSE,24355,,20000,120,0,CCR,1
26232,Male,TRUE,3,Not Graduate,TRUE,89157,20685,60000,120,1,RCR,0
26233,Male,TRUE,0,Not Graduate,TRUE,33137,16902,60000,360,1,OCR,0
26234,Male,TRUE,4,Not Graduate,TRUE,76457,14770,50000,300,0,OCR,1
26235,Female,TRUE,3,Not Graduate,TRUE,55007,10327,50000,240,1,CCR,1
26236,Male,FALSE,2,Not Graduate,TRUE,99501,46276,10000,300,1,OCR,1
26237,Male,TRUE,3,Graduate,TRUE,81973,41193,50000,180,0,CCR,1
26238,Male,TRUE,4,,FALSE,12059,22823,50000,60,0,OCR,0
26239,Male,FALSE,4,Graduate,FALSE,82339,38979,40000,240,0,RCR,0
26240,Male,TRUE,3,Graduate,FALSE,87528,19545,10000,240,1,OCR,1
26241,Male,TRUE,0,Not Graduate,FALSE,86916,18484,10000,360,1,CCR,0
26242,Male,TRUE,4,Graduate,TRUE,74986,49731,10000,120,1,OCR,0
26243,Male,TRUE,0,Graduate,TRUE,79615,48821,30000,120,1,CCR,1
26244,Male,FALSE,1,Graduate,TRUE,84766,15086,50000,120,1,OCR,1
26245,Male,TRUE,3,Not Graduate,FALSE,45612,5544,30000,240,0,OCR,1
26246,Male,TRUE,1,Not Graduate,FALSE,38657,,10000,60,1,RCR,1
26247,Male,TRUE,1,Graduate,TRUE,75630,32692,20000,300,0,OCR,0
26248,Male,FALSE,1,Graduate,TRUE,86030,46338,40000,360,0,CCR,0
26249,Female,TRUE,3,Not Graduate,FALSE,1603,26003,40000,180,1,OCR,0
26250,Male,TRUE,3,Graduate,FALSE,85705,,60000,120,1,CCR,0
26251,Male,FALSE,4,Not Graduate,FALSE,91252,13110,30000,360,0,OCR,0
26252,Male,TRUE,1,Not Graduate,TRUE,54125,29407,20000,180,1,CCR,0
26253,Female,TRUE,4,Graduate,TRUE,27506,3007,20000,180,1,OCR,1
26254,Male,TRUE,4,Graduate,TRUE,85849,36821,10000,60,0,RCR,0
26255,Female,TRUE,1,Graduate,TRUE,81126,29056,60000,180,1,RCR,0
26256,Male,FALSE,2,Graduate,TRUE,96841,32942,50000,60,0,CCR,0
26257,Male,TRUE,1,Not Graduate,FALSE,35825,,40000,180,1,RCR,1
26258,Male,TRUE,4,Graduate,FALSE,24546,43392,40000,300,1,OCR,1
26259,Female,FALSE,0,Not Graduate,TRUE,93066,24152,50000,300,0,RCR,0
26260,Male,FALSE,1,Graduate,FALSE,94489,,40000,240,0,OCR,0
26261,Male,FALSE,4,Not Graduate,TRUE,15634,17048,10000,60,0,OCR,0
26262,Male,FALSE,3,Not Graduate,TRUE,39531,,50000,300,0,CCR,1
26263,Male,FALSE,1,Not Graduate,FALSE,48456,43385,40000,180,1,RCR,1
26264,Male,FALSE,0,,FALSE,41465,49060,50000,300,0,RCR,0
26265,Male,FALSE,3,Graduate,TRUE,71506,48347,20000,240,1,CCR,0
26266,Female,TRUE,1,Graduate,TRUE,22073,10319,30000,180,0,CCR,0
26267,Male,FALSE,2,Not Graduate,TRUE,78281,42517,20000,120,1,RCR,0
26268,Male,FALSE,1,Not Graduate,FALSE,95304,13595,30000,180,0,OCR,1
26269,Male,TRUE,2,Not Graduate,TRUE,26600,25869,40000,60,1,OCR,0
26270,Male,TRUE,3,Graduate,FALSE,51668,41839,10000,120,1,OCR,0
26271,Male,FALSE,1,Not Graduate,FALSE,22912,45973,50000,120,0,CCR,0
26272,Male,TRUE,0,Not Graduate,TRUE,15727,27158,60000,240,0,RCR,1
26273,Male,TRUE,4,Graduate,TRUE,70236,3635,20000,120,0,OCR,1
26274,Male,FALSE,3,,FALSE,41860,2030,40000,240,1,CCR,1
26275,Female,FALSE,3,Graduate,FALSE,88046,23173,30000,300,0,OCR,0
26276,Male,TRUE,0,Graduate,FALSE,38615,2535,50000,120,0,OCR,0
26277,Male,FALSE,3,Not Graduate,TRUE,23172,36378,50000,180,1,OCR,1
26278,Female,TRUE,1,,TRUE,33348,39535,50000,120,0,CCR,1
26279,Male,FALSE,0,Not Graduate,FALSE,36527,47095,10000,120,1,OCR,1
26280,Female,TRUE,0,Not Graduate,FALSE,17021,,60000,360,1,RCR,1
26281,Female,FALSE,4,Not Graduate,FALSE,53017,21771,60000,360,1,OCR,1
26282,Male,TRUE,3,Not Graduate,TRUE,70505,14281,60000,180,1,CCR,1
26283,Male,FALSE,1,Not Graduate,FALSE,91619,39515,30000,60,1,OCR,1
26284,Male,FALSE,0,Graduate,TRUE,69785,11663,30000,120,1,CCR,1
26285,Male,FALSE,4,Graduate,TRUE,23107,38526,60000,120,1,CCR,0
26286,Male,TRUE,3,Not Graduate,TRUE,1155,7629,50000,120,1,CCR,1
26287,Male,TRUE,2,Graduate,TRUE,90750,32304,30000,120,1,OCR,1
26288,Female,FALSE,3,Not Graduate,TRUE,85305,37074,10000,60,1,OCR,0
26289,Male,,2,Not Graduate,FALSE,26904,32843,20000,180,0,OCR,1
26290,Male,FALSE,3,Not Graduate,FALSE,47665,28118,60000,60,0,RCR,1
26291,,FALSE,3,Graduate,TRUE,21563,45861,10000,180,1,RCR,1
26292,Male,FALSE,3,Not Graduate,FALSE,64885,49333,20000,300,0,OCR,0
26293,Male,TRUE,4,Graduate,TRUE,65128,9216,60000,120,0,OCR,1
26294,Male,FALSE,3,Graduate,FALSE,31399,25382,20000,180,1,CCR,1
26295,Female,TRUE,3,Not Graduate,FALSE,67897,11292,20000,120,0,OCR,1
26296,Male,TRUE,2,Graduate,TRUE,15345,43688,30000,240,1,OCR,1
26297,Female,FALSE,0,Not Graduate,TRUE,32170,15445,50000,180,0,RCR,1
26298,Male,TRUE,2,Graduate,FALSE,97211,36759,10000,240,0,OCR,1
26299,Female,TRUE,4,Graduate,TRUE,98087,18924,10000,60,0,OCR,0
26300,Male,,4,Not Graduate,FALSE,86594,4298,20000,120,1,OCR,1
26301,Female,TRUE,2,Graduate,FALSE,42354,46478,60000,240,1,OCR,0
26302,Male,TRUE,0,Not Graduate,FALSE,2497,4870,60000,120,1,CCR,1
26303,Female,FALSE,0,Graduate,TRUE,68906,21822,20000,180,0,RCR,0
26304,Male,TRUE,4,Graduate,TRUE,37010,32543,60000,360,0,OCR,1
26305,Male,TRUE,2,Graduate,FALSE,48585,44996,30000,60,1,CCR,0
26306,Male,,2,Not Graduate,FALSE,13532,45253,30000,300,1,OCR,1
26307,Female,FALSE,4,Graduate,FALSE,89952,35605,30000,360,0,CCR,1
26308,Male,FALSE,2,Graduate,TRUE,16151,,30000,60,1,OCR,0
26309,Male,FALSE,1,Not Graduate,FALSE,26352,,50000,360,1,RCR,0
26310,Male,TRUE,0,Graduate,FALSE,26785,8564,40000,60,0,RCR,1
26311,Male,FALSE,4,Not Graduate,TRUE,39657,1310,30000,300,1,CCR,1
26312,Male,FALSE,2,Not Graduate,FALSE,19350,,10000,360,1,OCR,0
26313,Female,FALSE,1,Graduate,TRUE,65748,33940,20000,120,1,OCR,1
26314,Female,FALSE,2,Not Graduate,TRUE,91880,,60000,300,0,RCR,1
26315,Male,FALSE,2,Not Graduate,TRUE,47748,10820,10000,60,1,OCR,1
26316,Male,FALSE,4,Graduate,TRUE,81893,,50000,180,1,OCR,1
26317,Male,FALSE,3,Not Graduate,TRUE,90530,24337,20000,240,1,OCR,0
26318,Male,FALSE,2,Not Graduate,FALSE,61121,10339,60000,120,0,RCR,1
26319,Female,FALSE,2,Not Graduate,TRUE,48500,45497,50000,180,1,OCR,0
26320,Female,FALSE,4,Not Graduate,TRUE,16332,20034,40000,120,1,OCR,1
26321,Male,TRUE,1,Not Graduate,FALSE,7469,21089,60000,300,0,OCR,1
26322,Male,FALSE,0,Not Graduate,TRUE,61886,31434,50000,120,0,OCR,1
26323,Female,TRUE,1,Graduate,TRUE,93623,3286,50000,60,1,RCR,1
26324,Male,TRUE,2,Graduate,FALSE,50595,1083,30000,120,0,OCR,0
26325,Male,TRUE,2,,FALSE,80286,20141,40000,360,1,CCR,1
26326,Female,TRUE,4,Graduate,FALSE,64044,12052,40000,300,0,CCR,1
26327,,TRUE,3,Not Graduate,TRUE,21895,42891,30000,360,0,CCR,1
26328,Female,TRUE,1,Graduate,FALSE,25295,16769,60000,60,1,RCR,0
26329,Male,FALSE,4,Not Graduate,TRUE,81544,15054,10000,240,0,RCR,1
26330,Male,FALSE,2,Graduate,FALSE,20891,25961,20000,180,1,RCR,0
26331,Male,FALSE,0,Graduate,TRUE,44186,38675,60000,360,1,CCR,1
26332,Male,FALSE,1,Graduate,TRUE,9632,41291,20000,300,1,OCR,1
26333,Male,TRUE,3,Graduate,FALSE,8074,33602,40000,60,1,CCR,0
26334,Female,FALSE,1,Not Graduate,TRUE,27073,4577,60000,180,1,CCR,1
26335,Male,TRUE,2,Graduate,TRUE,73847,31575,60000,180,0,RCR,1
26336,Male,FALSE,0,Not Graduate,TRUE,48458,38386,50000,240,0,CCR,1
26337,Male,TRUE,0,Not Graduate,FALSE,63862,35231,10000,240,1,RCR,1
26338,Male,TRUE,2,Graduate,FALSE,47117,35504,30000,60,0,OCR,0
26339,Male,FALSE,2,Graduate,TRUE,18956,21065,50000,300,0,RCR,0
26340,Male,FALSE,2,Not Graduate,TRUE,11102,35599,60000,240,1,OCR,1
26341,Male,FALSE,0,Not Graduate,FALSE,62319,41269,30000,180,0,OCR,1
26342,Male,FALSE,3,Not Graduate,FALSE,35693,18330,40000,180,0,OCR,1
26343,Female,TRUE,0,Not Graduate,FALSE,7905,1777,40000,300,0,OCR,0
26344,Male,TRUE,1,Graduate,FALSE,67629,29020,50000,240,1,OCR,0
26345,Female,FALSE,2,Not Graduate,FALSE,95535,30282,40000,240,0,OCR,1
26346,Male,TRUE,3,Not Graduate,TRUE,11926,2379,10000,120,1,OCR,0
26347,Female,FALSE,4,Graduate,TRUE,30786,30379,40000,360,0,OCR,1
26348,Male,TRUE,0,Not Graduate,FALSE,79630,14506,40000,60,1,RCR,0
26349,Female,,3,Not Graduate,FALSE,37251,,10000,300,1,RCR,1
26350,Female,FALSE,4,Graduate,FALSE,28833,40997,10000,120,1,OCR,1
26351,Male,TRUE,0,Not Graduate,TRUE,31141,40125,60000,180,0,CCR,0
26352,Female,TRUE,2,Graduate,TRUE,80129,24862,10000,360,0,OCR,1
26353,Male,FALSE,0,Not Graduate,TRUE,30739,35376,60000,360,1,CCR,1
26354,Male,FALSE,1,Not Graduate,TRUE,80422,29153,60000,240,0,CCR,1
26355,Male,TRUE,2,,FALSE,40864,3121,50000,240,0,OCR,1
26356,Male,FALSE,4,Graduate,FALSE,54415,9956,20000,120,1,OCR,1
26357,Female,FALSE,1,,TRUE,16280,37896,30000,300,1,OCR,0
26358,Female,TRUE,3,Not Graduate,TRUE,53377,17984,30000,120,1,RCR,1
26359,Male,FALSE,1,Graduate,TRUE,45331,19638,40000,240,1,RCR,1
26360,Male,FALSE,0,,TRUE,46342,38847,40000,360,1,OCR,0
26361,Female,,2,Graduate,TRUE,17267,,10000,120,1,CCR,1
26362,Male,FALSE,1,Not Graduate,TRUE,9485,15464,20000,240,0,OCR,0
26363,Female,FALSE,4,Not Graduate,TRUE,83104,4242,60000,120,1,RCR,1
26364,Male,FALSE,0,Graduate,TRUE,29623,,10000,360,1,OCR,1
26365,Male,FALSE,0,Not Graduate,TRUE,86548,14501,10000,180,1,OCR,1
26366,Male,TRUE,2,,TRUE,69285,,30000,180,1,RCR,1
26367,Male,FALSE,4,Not Graduate,FALSE,56925,,30000,300,1,OCR,1
26368,Male,TRUE,0,Not Graduate,TRUE,63535,31165,50000,240,0,CCR,0
26369,Male,TRUE,0,Not Graduate,FALSE,2279,39483,60000,300,1,RCR,1
26370,Female,TRUE,4,Not Graduate,TRUE,72868,40519,20000,60,1,RCR,1
26371,Male,,0,Not Graduate,FALSE,2835,,50000,120,1,OCR,0
26372,Male,FALSE,1,Not Graduate,TRUE,69538,40448,60000,300,1,CCR,1
26373,Female,TRUE,4,Not Graduate,TRUE,46349,28113,50000,240,1,OCR,0
26374,Male,,1,Graduate,TRUE,80816,47737,60000,300,0,OCR,1
26375,Female,FALSE,2,Not Graduate,TRUE,52401,2466,50000,240,1,RCR,1
26376,Male,TRUE,0,Graduate,TRUE,59493,,20000,300,1,RCR,1
26377,Male,FALSE,1,Graduate,TRUE,64980,,20000,240,1,RCR,1
26378,Female,FALSE,0,Graduate,FALSE,63107,47347,60000,120,0,RCR,1
26379,Male,FALSE,2,Not Graduate,TRUE,60585,43395,30000,360,1,RCR,1
26380,Male,FALSE,0,Graduate,FALSE,23402,46466,50000,60,0,OCR,1
26381,Female,FALSE,3,Not Graduate,FALSE,22035,16951,20000,180,0,CCR,1
26382,Female,TRUE,4,Graduate,TRUE,25844,30246,50000,300,1,OCR,0
26383,Male,FALSE,4,Not Graduate,FALSE,85463,27233,30000,360,1,RCR,1
26384,Male,TRUE,2,Not Graduate,TRUE,66460,,60000,180,1,OCR,1
26385,Male,FALSE,1,,TRUE,26374,22159,40000,120,1,RCR,1
26386,Female,,2,Graduate,TRUE,86361,42530,50000,300,1,OCR,1
26387,Female,TRUE,1,Not Graduate,TRUE,44858,24821,20000,300,1,OCR,1
26388,Female,FALSE,1,Not Graduate,TRUE,14387,36090,30000,60,1,CCR,0
26389,Male,TRUE,4,,FALSE,32724,28709,40000,360,1,RCR,0
26390,Male,TRUE,0,Graduate,TRUE,2953,,30000,360,1,RCR,0
26391,Male,TRUE,4,Graduate,FALSE,96056,3783,50000,300,0,OCR,1
26392,,FALSE,0,,TRUE,18425,36632,50000,360,1,OCR,0
26393,Female,FALSE,0,Graduate,FALSE,59347,28529,50000,120,1,CCR,1
26394,Male,FALSE,3,Graduate,TRUE,53975,15804,50000,360,1,RCR,1
26395,Female,,2,Graduate,TRUE,94521,9915,60000,180,0,OCR,0
26396,Male,FALSE,1,Not Graduate,FALSE,24147,23964,20000,60,1,CCR,0
26397,Female,FALSE,2,Not Graduate,TRUE,47932,46127,30000,360,1,RCR,0
26398,Female,TRUE,4,Graduate,TRUE,2971,2319,50000,120,1,CCR,1
26399,Male,FALSE,0,Not Graduate,TRUE,89635,,20000,240,1,OCR,1
26400,Male,FALSE,0,Not Graduate,TRUE,31163,8988,20000,60,1,RCR,0
26401,Female,FALSE,1,Not Graduate,TRUE,4727,25332,40000,300,0,OCR,0
26402,Female,TRUE,1,Graduate,TRUE,2176,24877,30000,120,1,CCR,1
26403,Female,TRUE,1,,TRUE,34215,2394,40000,180,1,RCR,0
26404,Male,FALSE,0,Not Graduate,TRUE,98019,45214,20000,360,0,RCR,1
26405,Female,FALSE,4,Graduate,FALSE,13422,,20000,60,1,OCR,1
26406,Female,FALSE,2,Graduate,TRUE,47789,,20000,360,0,RCR,1
26407,Male,TRUE,2,Graduate,FALSE,7652,,30000,300,1,OCR,1
26408,Male,TRUE,4,Graduate,TRUE,72176,14951,40000,300,0,CCR,1
26409,Female,TRUE,3,Graduate,FALSE,73208,,60000,60,0,OCR,1
26410,Male,TRUE,0,Graduate,FALSE,93081,36434,60000,240,1,OCR,0
26411,Male,TRUE,4,Not Graduate,TRUE,75755,4326,30000,360,1,OCR,0
26412,Male,FALSE,2,Graduate,TRUE,63621,41598,50000,60,1,OCR,1
26413,Female,TRUE,2,Graduate,FALSE,5645,20742,30000,60,1,OCR,0
26414,Female,TRUE,2,Graduate,TRUE,69419,6571,60000,360,1,RCR,0
26415,Female,TRUE,1,Not Graduate,TRUE,68972,9876,50000,180,0,RCR,1
26416,Female,TRUE,4,Not Graduate,FALSE,57701,12334,50000,180,1,CCR,1
26417,Male,TRUE,4,Not Graduate,TRUE,12179,20044,50000,360,1,OCR,0
26418,Male,FALSE,2,Not Graduate,TRUE,98301,,30000,300,1,RCR,0
26419,Female,FALSE,1,Not Graduate,FALSE,91387,7963,10000,240,0,OCR,1
26420,Female,TRUE,0,Not Graduate,FALSE,17969,12191,20000,180,1,CCR,1
26421,Female,TRUE,0,Not Graduate,TRUE,60570,,50000,360,1,OCR,1
26422,Male,TRUE,2,Graduate,FALSE,49734,15020,40000,360,0,CCR,1
26423,Female,FALSE,1,Not Graduate,FALSE,78863,26658,40000,120,0,OCR,1
26424,Male,FALSE,4,Not Graduate,FALSE,60892,,30000,300,1,CCR,0
26425,Female,FALSE,2,Not Graduate,TRUE,42168,38601,60000,120,1,CCR,1
26426,,FALSE,0,Not Graduate,FALSE,34051,10592,50000,360,0,RCR,1
26427,,,4,Not Graduate,TRUE,73237,21755,10000,60,1,RCR,0
26428,Male,FALSE,2,Not Graduate,TRUE,94629,15213,50000,360,0,OCR,0
26429,Male,TRUE,1,Not Graduate,TRUE,32994,48648,10000,60,1,RCR,1
26430,Male,TRUE,3,Graduate,FALSE,79788,46306,40000,180,1,RCR,1
26431,Male,TRUE,1,,TRUE,22787,20670,20000,360,1,OCR,0
26432,Female,FALSE,4,Not Graduate,TRUE,46051,49537,60000,120,1,RCR,1
26433,Male,TRUE,0,,TRUE,95599,17064,10000,300,0,CCR,1
26434,Female,TRUE,4,Not Graduate,FALSE,78126,30075,10000,120,1,CCR,0
26435,Male,TRUE,1,Not Graduate,TRUE,86772,4532,30000,180,1,CCR,1
26436,Male,TRUE,0,Graduate,TRUE,36428,3133,10000,60,1,RCR,1
26437,Female,TRUE,0,Not Graduate,FALSE,91768,7782,40000,300,0,OCR,0
26438,Female,FALSE,2,Graduate,FALSE,78134,13092,40000,360,1,OCR,1
26439,Male,FALSE,0,Not Graduate,FALSE,17674,13052,60000,240,1,OCR,1
26440,Male,TRUE,2,Graduate,FALSE,28464,,60000,300,0,OCR,0
26441,Female,TRUE,3,Graduate,TRUE,99601,1263,10000,60,1,OCR,1
26442,Male,FALSE,3,Graduate,FALSE,6078,40882,30000,60,1,OCR,1
26443,Male,TRUE,1,,FALSE,90341,13165,40000,300,1,CCR,1
26444,Male,TRUE,2,Graduate,TRUE,9897,14867,50000,240,1,OCR,1
26445,Female,FALSE,3,,TRUE,91749,19769,30000,300,1,RCR,1
26446,Female,FALSE,1,Not Graduate,TRUE,15878,8183,50000,300,0,RCR,1
26447,Female,TRUE,3,Not Graduate,TRUE,19206,43565,40000,120,1,RCR,1
26448,Male,TRUE,4,,FALSE,93382,35966,50000,300,1,RCR,0
26449,Male,FALSE,4,Graduate,TRUE,78132,,50000,360,0,OCR,0
26450,Male,FALSE,2,,TRUE,59969,18321,20000,120,0,OCR,0
26451,Female,TRUE,4,Not Graduate,FALSE,73909,19755,40000,360,1,RCR,1
26452,Female,TRUE,0,Graduate,FALSE,80903,,40000,60,0,OCR,0
26453,Female,,2,Graduate,TRUE,46121,38151,30000,300,0,RCR,0
26454,Male,,0,Not Graduate,TRUE,27495,9006,40000,360,0,RCR,0
26455,Male,FALSE,1,Graduate,FALSE,20686,39752,60000,300,1,RCR,0
26456,Female,TRUE,1,Graduate,FALSE,88909,,50000,180,1,CCR,0
26457,Female,TRUE,3,Graduate,TRUE,23882,27801,20000,240,1,OCR,1
26458,,FALSE,2,Graduate,TRUE,86706,14598,20000,360,1,CCR,0
26459,Female,TRUE,1,,FALSE,46178,,50000,240,0,OCR,0
26460,Male,,1,Not Graduate,FALSE,31245,35867,50000,60,1,CCR,1
26461,Male,TRUE,4,Not Graduate,TRUE,45366,1191,30000,360,0,CCR,0
26462,Male,TRUE,2,Not Graduate,FALSE,1045,23626,10000,240,1,OCR,1
26463,Female,FALSE,4,Not Graduate,TRUE,60759,7093,50000,180,1,OCR,0
26464,Female,FALSE,4,Not Graduate,TRUE,53628,,20000,360,1,OCR,1
26465,,TRUE,3,Not Graduate,FALSE,45644,19459,10000,360,1,OCR,0
26466,Female,FALSE,3,Not Graduate,TRUE,96147,,60000,360,0,OCR,0
26467,Male,,2,Graduate,FALSE,78800,29361,10000,240,1,RCR,1
26468,Male,FALSE,2,Graduate,TRUE,57726,19491,50000,180,1,OCR,0
26469,Female,TRUE,2,Not Graduate,FALSE,9193,26251,20000,180,0,RCR,1
26470,Male,TRUE,0,,TRUE,45678,29904,30000,300,0,OCR,1
26471,Female,TRUE,3,Graduate,TRUE,60886,,40000,60,1,OCR,1
26472,Male,FALSE,2,Not Graduate,FALSE,79964,5463,50000,300,0,RCR,1
26473,Male,FALSE,4,Not Graduate,FALSE,82919,43026,20000,120,0,OCR,0
