id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
4300,Male,Loyal Customer,59,Business travel,Business,3390,4,4,4,4,2,5,4,5,5,5,5,4,5,5,0,0.0,1
4301,Female,Loyal Customer,48,Business travel,Business,2091,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,0.0,1
4302,Female,Loyal Customer,23,Business travel,Business,925,4,4,5,4,4,4,4,4,3,4,3,3,3,4,10,18.0,0
4303,Male,Loyal Customer,50,Business travel,Business,2300,1,1,4,1,2,5,4,5,5,4,5,4,5,4,18,40.0,1
4304,Male,Loyal Customer,20,Business travel,Eco,746,4,1,1,1,4,5,3,4,1,5,5,2,1,4,0,0.0,1
4305,Female,Loyal Customer,57,Business travel,Business,432,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,1
4306,Female,Loyal Customer,59,Personal Travel,Eco,191,1,5,1,3,5,4,5,3,3,1,3,3,3,5,9,7.0,0
4307,Male,Loyal Customer,47,Personal Travel,Eco,226,2,4,2,3,5,2,5,5,4,4,5,3,4,5,3,0.0,0
4308,Male,Loyal Customer,22,Personal Travel,Eco,458,1,5,1,3,4,1,4,4,3,3,4,5,5,4,0,0.0,0
4309,Female,Loyal Customer,42,Business travel,Business,762,3,3,3,3,2,5,5,4,4,4,4,4,4,4,0,0.0,1
4310,Female,Loyal Customer,37,Business travel,Business,1148,5,5,5,5,5,5,4,4,4,5,4,3,4,3,0,0.0,1
4311,Female,disloyal Customer,18,Business travel,Eco,416,3,4,3,4,4,3,4,4,4,1,4,2,3,4,6,44.0,0
4312,Female,Loyal Customer,30,Business travel,Business,2002,5,5,5,5,4,5,5,5,4,4,4,5,5,5,211,211.0,1
4313,Female,Loyal Customer,33,Personal Travel,Eco,67,2,5,2,4,4,2,4,4,5,4,5,4,4,4,0,0.0,0
4314,Male,Loyal Customer,25,Personal Travel,Eco,562,3,5,2,1,5,2,5,5,5,3,2,3,5,5,19,9.0,0
4315,Female,Loyal Customer,38,Personal Travel,Eco Plus,1399,1,5,1,2,5,1,5,5,3,5,3,3,4,5,8,38.0,0
4316,Female,disloyal Customer,37,Business travel,Business,1047,4,4,4,1,2,4,2,2,5,3,5,5,4,2,0,0.0,1
4317,Male,Loyal Customer,65,Personal Travel,Eco,495,1,5,1,4,1,1,1,1,5,5,4,4,4,1,0,0.0,0
4318,Male,Loyal Customer,39,Business travel,Eco Plus,404,5,2,2,2,5,5,5,5,3,5,3,3,4,5,0,0.0,1
4319,Male,disloyal Customer,55,Business travel,Eco,73,5,0,5,4,5,2,2,4,4,3,2,2,3,2,151,136.0,1
4320,Male,Loyal Customer,26,Personal Travel,Eco,955,4,4,4,5,5,4,5,5,5,3,4,5,4,5,0,0.0,0
4321,Male,Loyal Customer,50,Business travel,Business,1826,1,1,1,1,4,4,5,5,5,5,5,5,5,3,1,19.0,1
4322,Male,Loyal Customer,43,Business travel,Business,3146,3,3,3,3,2,5,4,4,4,5,4,3,4,4,2,0.0,1
4323,Female,Loyal Customer,40,Business travel,Business,2782,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0,0.0,1
4324,Male,Loyal Customer,45,Business travel,Business,1749,4,4,3,4,3,4,5,4,4,5,4,5,4,3,19,6.0,1
4325,Female,Loyal Customer,42,Business travel,Eco,101,1,4,4,4,3,3,4,1,1,1,1,3,1,1,0,0.0,0
4326,Female,Loyal Customer,60,Business travel,Business,3809,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,10.0,1
4327,Male,disloyal Customer,21,Business travel,Eco,447,2,2,2,2,3,2,2,3,4,2,1,4,2,3,18,11.0,0
4328,Male,Loyal Customer,47,Personal Travel,Eco,813,3,3,3,3,4,3,4,4,4,4,3,3,4,4,0,0.0,0
4329,Female,disloyal Customer,35,Personal Travel,Eco,867,1,3,1,5,5,1,4,5,4,1,1,1,3,5,0,5.0,0
4330,Male,Loyal Customer,39,Business travel,Business,3383,3,3,5,3,2,4,4,4,4,4,4,3,4,5,0,0.0,1
4331,Male,Loyal Customer,33,Business travel,Eco Plus,4243,2,5,5,5,3,2,2,4,5,3,3,2,3,2,16,13.0,0
4332,Female,Loyal Customer,52,Business travel,Eco Plus,817,5,3,3,3,2,4,5,5,5,5,5,5,5,1,0,4.0,1
4333,Male,Loyal Customer,31,Business travel,Business,3157,5,5,5,5,5,5,5,5,5,3,5,3,4,5,0,0.0,1
4334,Female,Loyal Customer,22,Business travel,Eco Plus,460,2,1,4,1,2,2,4,2,1,3,4,3,4,2,0,15.0,0
4335,Male,Loyal Customer,52,Business travel,Business,3977,5,5,2,5,4,5,4,3,3,3,3,5,3,4,35,30.0,1
4336,Female,Loyal Customer,40,Business travel,Business,2543,4,4,4,4,5,5,4,3,3,3,3,5,3,3,1,0.0,1
4337,Male,Loyal Customer,70,Business travel,Business,346,2,1,1,1,5,2,2,2,2,2,2,2,2,1,106,104.0,0
4338,Female,disloyal Customer,28,Business travel,Eco,950,3,3,3,3,5,3,5,5,5,1,2,5,5,5,0,0.0,0
4339,Male,Loyal Customer,40,Personal Travel,Business,1726,2,5,2,2,5,3,5,4,4,2,4,3,4,5,0,0.0,0
4340,Female,Loyal Customer,27,Business travel,Business,280,1,1,1,1,4,4,4,4,5,3,5,4,4,4,0,0.0,1
4341,Male,Loyal Customer,41,Personal Travel,Eco,214,1,4,1,2,2,1,1,2,4,3,5,4,5,2,16,34.0,0
4342,Male,Loyal Customer,54,Business travel,Business,479,3,5,4,4,4,4,3,3,3,3,3,4,3,1,9,17.0,0
4343,Female,Loyal Customer,41,Business travel,Business,1858,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0.0,1
4344,Female,Loyal Customer,42,Business travel,Business,238,0,0,0,5,4,3,5,1,1,1,1,5,1,4,22,18.0,1
4345,Female,Loyal Customer,43,Business travel,Business,1243,4,4,4,4,3,4,4,5,5,5,5,3,5,3,6,4.0,1
4346,Male,Loyal Customer,18,Personal Travel,Eco,1262,1,5,0,2,3,0,3,3,4,4,3,4,5,3,0,0.0,0
4347,Male,Loyal Customer,39,Business travel,Eco,972,2,4,4,4,2,2,2,2,2,4,4,2,4,2,0,0.0,0
4348,Male,disloyal Customer,23,Business travel,Eco,166,2,4,1,4,4,1,4,4,3,3,4,1,4,4,0,0.0,0
4349,Female,Loyal Customer,32,Business travel,Business,3252,1,1,1,1,2,2,2,2,3,5,5,3,4,2,0,0.0,1
4350,Female,Loyal Customer,59,Business travel,Business,390,2,2,2,2,5,4,5,5,5,5,5,3,5,5,1,0.0,1
4351,Male,Loyal Customer,44,Business travel,Business,2116,2,2,2,2,4,4,4,4,4,4,4,3,4,3,25,14.0,1
4352,Female,disloyal Customer,44,Business travel,Eco Plus,1171,1,1,1,4,3,1,3,3,3,2,3,1,4,3,21,11.0,0
4353,Female,Loyal Customer,43,Personal Travel,Eco,2288,3,4,3,5,3,4,4,1,4,4,4,4,1,4,4,11.0,0
4354,Female,Loyal Customer,9,Business travel,Eco,2218,2,5,5,5,2,2,3,2,2,4,4,4,4,2,34,29.0,0
4355,Male,Loyal Customer,56,Personal Travel,Eco,258,3,3,3,1,1,3,1,1,3,1,4,2,2,1,82,86.0,0
4356,Male,Loyal Customer,48,Business travel,Business,2586,2,2,2,2,2,3,5,3,3,3,3,3,3,5,68,65.0,1
4357,Female,Loyal Customer,53,Personal Travel,Eco,546,3,3,3,2,5,3,2,3,3,3,3,5,3,1,0,0.0,0
4358,Female,disloyal Customer,35,Business travel,Business,495,3,3,3,2,5,3,5,5,5,3,5,4,5,5,16,12.0,0
4359,Female,disloyal Customer,35,Business travel,Eco Plus,226,2,2,2,4,1,2,1,1,3,4,3,2,4,1,0,0.0,0
4360,Male,disloyal Customer,22,Business travel,Eco,369,3,5,2,3,3,2,3,3,3,3,4,5,4,3,0,0.0,0
4361,Female,Loyal Customer,59,Business travel,Eco,1085,2,5,5,5,2,3,3,2,2,2,2,2,2,1,0,29.0,0
4362,Male,Loyal Customer,36,Business travel,Business,2329,1,1,5,1,2,4,5,5,5,5,5,5,5,5,10,12.0,1
4363,Female,Loyal Customer,60,Business travel,Business,3666,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0.0,1
4364,Female,Loyal Customer,69,Personal Travel,Eco,967,3,4,3,2,5,4,5,5,5,3,5,5,5,4,1,0.0,0
4365,Female,Loyal Customer,26,Personal Travel,Eco,1107,2,3,2,3,2,2,2,2,3,4,3,4,3,2,0,0.0,0
4366,Female,Loyal Customer,58,Personal Travel,Eco,1035,3,4,3,5,3,5,5,2,2,3,2,5,2,4,0,0.0,0
4367,Male,Loyal Customer,58,Personal Travel,Eco,458,2,5,2,3,1,2,1,1,3,4,5,3,4,1,0,0.0,0
4368,Female,disloyal Customer,28,Business travel,Business,1438,3,3,3,2,3,3,3,3,3,3,4,3,4,3,0,0.0,0
4369,Male,Loyal Customer,57,Business travel,Business,200,5,5,3,5,5,4,4,4,4,4,5,3,4,5,0,0.0,1
4370,Male,disloyal Customer,26,Business travel,Eco,628,5,0,5,3,5,5,5,5,3,1,5,4,5,5,21,23.0,1
4371,Male,Loyal Customer,33,Business travel,Business,817,2,2,2,2,4,5,4,4,5,3,5,4,4,4,0,0.0,1
4372,Male,Loyal Customer,67,Personal Travel,Eco,594,2,5,2,2,1,2,1,1,2,2,2,3,2,1,0,0.0,0
4373,Female,Loyal Customer,23,Personal Travel,Eco,762,3,5,3,3,1,3,1,1,4,2,5,5,5,1,0,0.0,0
4374,Male,Loyal Customer,38,Business travel,Business,222,2,2,2,2,3,4,3,5,5,5,5,5,5,5,0,0.0,1
4375,Female,Loyal Customer,51,Business travel,Business,1642,1,1,1,1,5,5,4,5,5,5,5,3,5,3,12,0.0,1
4376,Female,Loyal Customer,45,Business travel,Business,1460,5,3,5,5,3,5,5,5,5,5,5,5,5,3,4,0.0,1
4377,Female,Loyal Customer,47,Business travel,Business,3360,4,4,4,4,3,4,5,5,5,5,5,4,5,4,0,0.0,1
4378,Female,Loyal Customer,55,Personal Travel,Eco,153,4,2,4,3,1,4,4,5,5,4,5,3,5,4,0,0.0,0
4379,Female,Loyal Customer,36,Personal Travel,Eco,227,1,5,1,1,1,1,1,1,4,2,5,5,5,1,0,0.0,0
4380,Female,Loyal Customer,50,Business travel,Business,929,4,4,3,4,2,5,4,4,4,4,4,5,4,4,30,38.0,1
4381,Male,disloyal Customer,30,Business travel,Eco,377,2,2,2,4,4,2,4,4,4,5,4,3,4,4,35,29.0,0
4382,Female,disloyal Customer,39,Business travel,Business,255,2,2,2,4,2,2,2,2,5,5,4,3,4,2,0,0.0,0
4383,Female,disloyal Customer,38,Business travel,Business,349,3,3,3,5,4,3,4,4,5,4,4,5,5,4,29,28.0,0
4384,Male,Loyal Customer,61,Business travel,Business,296,0,0,0,2,2,5,5,3,3,3,3,4,3,3,69,88.0,1
4385,Female,Loyal Customer,29,Business travel,Business,2191,1,1,3,1,5,5,5,5,3,3,5,5,4,5,0,0.0,1
4386,Male,Loyal Customer,55,Business travel,Eco,591,5,1,1,1,5,5,5,5,4,2,4,2,2,5,0,2.0,1
4387,Female,disloyal Customer,25,Business travel,Eco,1188,2,2,2,3,4,2,4,4,4,1,4,2,4,4,38,21.0,0
4388,Female,Loyal Customer,37,Business travel,Business,3236,0,5,0,1,2,5,1,3,3,3,3,2,3,4,0,0.0,1
4389,Female,Loyal Customer,37,Business travel,Eco,129,3,3,5,3,3,3,3,3,1,3,1,5,1,3,0,1.0,1
4390,Female,Loyal Customer,41,Business travel,Business,3860,2,2,2,2,3,4,4,2,2,2,2,3,2,5,0,0.0,1
4391,Female,Loyal Customer,42,Business travel,Eco,224,3,5,5,5,1,4,4,3,3,3,3,4,3,4,17,19.0,0
4392,Female,Loyal Customer,43,Business travel,Business,2795,5,5,5,5,2,5,5,5,5,5,5,3,5,5,0,2.0,1
4393,Male,Loyal Customer,49,Business travel,Business,3077,3,3,3,3,2,5,5,5,5,5,5,5,5,3,9,0.0,1
4394,Male,disloyal Customer,48,Business travel,Eco,969,2,2,2,5,5,2,5,5,5,2,3,2,2,5,0,0.0,0
4395,Female,Loyal Customer,31,Personal Travel,Eco,925,3,5,2,4,5,2,5,5,1,5,3,1,5,5,28,32.0,0
4396,Male,Loyal Customer,46,Business travel,Business,666,1,1,1,1,3,4,5,4,4,4,4,4,4,5,0,0.0,1
4397,Male,disloyal Customer,24,Business travel,Business,414,5,0,5,5,5,5,5,5,3,2,4,3,4,5,0,0.0,1
4398,Male,Loyal Customer,45,Business travel,Eco,1774,4,5,5,5,4,4,4,4,2,4,4,2,4,4,0,0.0,1
4399,Male,Loyal Customer,39,Personal Travel,Eco,780,2,5,2,1,4,2,4,4,3,5,5,4,4,4,0,0.0,0
4400,Female,Loyal Customer,27,Business travel,Business,3159,1,1,1,1,4,4,4,4,1,1,5,4,2,4,22,6.0,1
4401,Male,disloyal Customer,22,Business travel,Eco,1118,4,4,4,3,2,4,2,2,4,2,5,1,4,2,31,13.0,1
4402,Female,Loyal Customer,44,Business travel,Business,214,4,5,5,5,1,4,0,4,4,3,3,0,1,0,200,233.0,0
4403,Male,disloyal Customer,19,Business travel,Eco,1290,5,5,5,4,5,5,5,5,5,4,2,1,3,5,0,0.0,1
4404,Male,Loyal Customer,53,Business travel,Business,1515,2,2,2,2,4,5,5,5,5,5,5,5,5,5,0,0.0,1
4405,Female,disloyal Customer,21,Business travel,Eco,1091,5,5,5,3,2,5,2,2,5,3,4,5,5,2,5,0.0,1
4406,Female,Loyal Customer,31,Business travel,Eco Plus,596,5,5,5,5,5,5,5,5,3,2,4,4,2,5,0,0.0,1
4407,Male,Loyal Customer,66,Business travel,Eco,362,4,3,3,3,4,4,4,4,2,2,4,3,4,4,0,0.0,0
4408,Female,Loyal Customer,66,Business travel,Eco Plus,689,3,5,5,5,4,4,4,3,3,3,3,1,3,1,0,0.0,0
4409,Male,Loyal Customer,19,Business travel,Business,1725,1,1,1,1,5,5,5,3,5,3,4,5,4,5,196,158.0,1
4410,Female,Loyal Customer,45,Business travel,Eco Plus,1416,2,4,4,4,5,4,3,2,2,2,2,2,2,3,4,0.0,0
4411,Male,Loyal Customer,39,Business travel,Eco,101,5,3,3,3,5,5,5,5,1,2,1,2,5,5,0,0.0,1
4412,Female,Loyal Customer,27,Personal Travel,Eco Plus,643,1,5,1,4,1,1,1,1,3,2,4,3,4,1,0,0.0,0
4413,Male,Loyal Customer,41,Business travel,Business,248,1,1,1,1,3,4,5,5,5,5,5,3,5,3,12,12.0,1
4414,Male,Loyal Customer,45,Business travel,Business,472,5,5,5,5,4,5,5,5,5,5,5,3,5,4,26,63.0,1
4415,Male,disloyal Customer,24,Business travel,Business,926,4,0,4,4,2,4,2,2,4,5,4,3,4,2,0,0.0,1
4416,Male,Loyal Customer,53,Personal Travel,Eco,594,1,5,2,2,5,2,5,5,4,2,4,4,4,5,0,0.0,0
4417,Female,Loyal Customer,31,Business travel,Business,1626,3,5,5,5,3,3,3,3,2,4,2,3,2,3,4,0.0,0
4418,Female,Loyal Customer,32,Personal Travel,Eco,563,2,4,2,1,3,2,2,3,4,5,5,5,3,3,9,3.0,0
4419,Male,disloyal Customer,39,Business travel,Business,417,3,3,3,1,4,3,4,4,5,5,5,5,5,4,8,4.0,0
4420,Male,disloyal Customer,22,Business travel,Eco,895,4,4,4,2,2,4,2,2,3,4,5,3,4,2,7,0.0,0
4421,Female,disloyal Customer,30,Business travel,Eco,587,2,4,2,4,2,2,2,2,3,1,1,2,3,2,0,0.0,0
4422,Female,Loyal Customer,29,Business travel,Business,3487,2,2,3,2,5,5,5,5,5,4,5,4,5,5,93,81.0,1
4423,Male,Loyal Customer,43,Business travel,Business,3337,4,4,4,4,4,5,5,5,5,5,5,4,5,4,35,38.0,1
4424,Female,Loyal Customer,54,Business travel,Eco,190,4,1,1,1,3,5,2,4,4,4,4,1,4,3,82,78.0,1
4425,Male,Loyal Customer,38,Personal Travel,Eco,529,4,4,4,2,4,4,4,4,3,4,5,4,4,4,2,3.0,1
4426,Female,Loyal Customer,43,Business travel,Business,919,4,4,4,4,5,4,5,5,5,5,5,3,5,5,22,17.0,1
4427,Female,Loyal Customer,32,Business travel,Business,3334,5,5,5,5,5,5,5,5,3,2,5,3,5,5,0,0.0,1
4428,Male,disloyal Customer,36,Business travel,Eco,550,4,4,4,3,2,4,2,2,4,2,3,2,4,2,0,0.0,0
4429,Female,Loyal Customer,48,Personal Travel,Eco,603,3,4,3,3,5,5,4,1,1,3,1,3,1,3,0,0.0,0
4430,Male,disloyal Customer,24,Business travel,Eco,224,2,0,2,2,3,2,3,3,4,4,5,5,4,3,0,0.0,0
4431,Male,Loyal Customer,40,Business travel,Business,2263,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0.0,1
4432,Female,disloyal Customer,24,Business travel,Business,1440,4,0,4,2,1,4,1,1,5,4,4,3,4,1,0,0.0,1
4433,Female,Loyal Customer,34,Business travel,Business,370,4,4,4,4,5,5,5,4,4,4,4,3,4,3,0,0.0,1
4434,Female,Loyal Customer,57,Business travel,Business,3516,1,1,2,1,2,5,5,4,4,4,4,3,4,5,0,0.0,1
4435,Female,Loyal Customer,64,Personal Travel,Eco,1242,2,5,2,3,4,3,5,2,2,2,2,4,2,3,0,0.0,0
4436,Female,Loyal Customer,50,Business travel,Business,1005,4,4,4,4,2,5,5,3,3,3,3,5,3,4,0,14.0,1
4437,Male,disloyal Customer,23,Business travel,Business,197,5,5,5,3,3,5,3,3,3,3,5,4,4,3,86,73.0,1
4438,Female,Loyal Customer,18,Business travel,Business,2295,3,3,3,3,4,4,4,4,4,5,5,4,4,4,52,22.0,1
4439,Male,Loyal Customer,49,Business travel,Business,214,3,3,4,3,5,5,4,4,4,4,5,4,4,4,28,25.0,1
4440,Female,Loyal Customer,61,Business travel,Business,295,2,2,3,2,3,4,4,4,4,4,4,5,4,3,0,0.0,1
4441,Female,Loyal Customer,53,Business travel,Business,1522,3,3,5,3,5,5,4,5,5,4,5,5,5,5,0,0.0,1
4442,Female,Loyal Customer,47,Business travel,Business,1276,1,4,3,4,1,4,4,1,1,2,1,2,1,4,0,0.0,0
4443,Male,disloyal Customer,20,Business travel,Eco,1012,1,1,1,4,1,1,1,1,3,1,4,1,4,1,0,0.0,0
4444,Female,Loyal Customer,48,Business travel,Business,588,3,3,2,3,1,3,2,5,5,4,5,1,5,1,0,0.0,1
4445,Male,disloyal Customer,36,Business travel,Business,1744,3,3,3,4,3,3,3,3,3,5,4,4,5,3,5,0.0,0
4446,Male,Loyal Customer,61,Business travel,Business,2748,5,5,5,5,3,2,4,4,4,4,5,2,4,1,0,0.0,1
4447,Male,Loyal Customer,54,Business travel,Business,862,2,4,4,4,3,3,3,2,2,2,2,3,2,3,0,0.0,0
4448,Male,Loyal Customer,46,Business travel,Eco,119,5,2,2,2,5,5,5,5,1,3,5,5,5,5,0,0.0,1
4449,Female,Loyal Customer,59,Business travel,Business,583,4,4,4,4,4,4,4,2,2,2,2,5,2,5,10,8.0,1
4450,Male,Loyal Customer,38,Business travel,Business,372,4,4,4,4,5,3,3,4,4,4,4,4,4,2,32,27.0,0
4451,Female,Loyal Customer,39,Business travel,Eco,496,5,1,3,3,5,5,5,5,2,4,1,1,2,5,0,0.0,1
4452,Male,Loyal Customer,48,Business travel,Business,2244,5,5,1,5,2,5,4,5,5,5,5,3,5,5,51,38.0,1
4453,Female,Loyal Customer,37,Personal Travel,Eco,680,2,5,2,1,2,2,2,2,3,2,4,5,5,2,5,3.0,0
4454,Male,Loyal Customer,60,Personal Travel,Eco,332,1,4,1,5,3,1,3,3,5,5,4,4,4,3,0,0.0,0
4455,Female,Loyal Customer,50,Personal Travel,Eco Plus,250,2,5,2,5,3,5,5,4,4,2,4,4,4,4,0,0.0,0
4456,Male,Loyal Customer,41,Business travel,Business,2798,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0.0,1
4457,Male,Loyal Customer,67,Business travel,Eco,280,5,2,1,2,5,5,5,5,1,3,3,5,2,5,0,0.0,1
4458,Male,Loyal Customer,33,Business travel,Business,1558,3,3,3,3,3,3,3,3,4,4,4,4,3,3,17,28.0,0
4459,Male,Loyal Customer,64,Business travel,Eco Plus,143,4,2,2,2,4,4,4,4,3,3,4,2,5,4,0,0.0,1
4460,Female,Loyal Customer,69,Business travel,Eco Plus,317,5,3,4,4,1,2,1,4,4,5,4,3,4,4,0,0.0,1
4461,Female,Loyal Customer,61,Personal Travel,Eco,573,3,4,3,1,5,5,4,3,3,3,3,4,3,3,0,0.0,0
4462,Male,Loyal Customer,33,Business travel,Business,363,2,2,2,2,5,5,5,5,3,1,1,5,3,5,0,0.0,1
4463,Female,Loyal Customer,51,Business travel,Business,2409,5,5,5,5,5,4,4,4,4,4,4,3,4,3,33,26.0,1
4464,Female,Loyal Customer,24,Business travel,Business,2876,1,1,1,1,4,4,4,4,5,1,4,3,3,4,0,0.0,1
4465,Male,disloyal Customer,16,Business travel,Eco,663,4,3,3,4,3,3,3,3,1,3,1,5,4,3,6,3.0,1
4466,Male,Loyal Customer,13,Personal Travel,Eco,1121,4,5,4,1,1,4,1,1,4,4,5,5,4,1,10,0.0,0
4467,Male,Loyal Customer,15,Personal Travel,Business,301,3,4,3,2,4,3,2,4,5,3,5,3,5,4,0,0.0,0
4468,Male,Loyal Customer,29,Business travel,Eco,2454,3,3,4,3,3,3,3,4,1,2,4,3,2,3,8,0.0,0
4469,Female,Loyal Customer,52,Business travel,Business,986,1,1,1,1,4,4,5,5,5,5,5,5,5,4,4,0.0,1
4470,Male,Loyal Customer,39,Business travel,Business,3917,0,0,0,3,1,5,4,3,3,3,3,2,3,1,0,0.0,1
4471,Male,Loyal Customer,27,Personal Travel,Business,2504,2,3,2,3,2,2,2,1,2,4,4,2,3,2,0,11.0,0
4472,Female,Loyal Customer,43,Business travel,Business,957,3,4,4,4,5,4,3,3,3,3,3,1,3,3,3,0.0,0
4473,Female,Loyal Customer,53,Personal Travel,Eco,817,4,3,3,2,1,5,4,4,4,3,5,1,4,1,2,0.0,0
4474,Male,Loyal Customer,19,Personal Travel,Eco,483,4,1,4,3,5,4,5,5,2,3,3,1,3,5,30,38.0,0
4475,Female,disloyal Customer,21,Business travel,Business,1201,5,4,5,1,2,5,1,2,4,5,5,3,4,2,22,25.0,1
4476,Female,Loyal Customer,57,Personal Travel,Eco,4963,3,4,3,5,3,3,3,3,1,5,1,3,3,3,12,17.0,0
4477,Male,disloyal Customer,27,Business travel,Business,223,3,3,3,4,5,3,5,5,4,5,3,3,4,5,12,9.0,0
4478,Male,Loyal Customer,25,Personal Travel,Eco,432,2,2,2,2,2,2,3,2,3,2,3,2,3,2,80,92.0,0
4479,Male,Loyal Customer,35,Business travel,Business,3212,3,2,4,2,1,2,3,3,3,3,3,2,3,1,6,26.0,0
4480,Female,disloyal Customer,22,Business travel,Business,882,5,2,5,3,2,5,2,2,5,2,5,5,5,2,3,0.0,1
4481,Female,Loyal Customer,24,Personal Travel,Eco,236,3,3,3,3,3,3,3,3,5,1,4,2,4,3,42,20.0,0
4482,Male,Loyal Customer,31,Business travel,Business,696,3,2,2,2,3,3,3,3,4,2,3,3,4,3,5,12.0,0
4483,Female,Loyal Customer,13,Personal Travel,Eco,1521,0,5,1,3,2,1,2,2,4,5,4,5,4,2,0,0.0,1
4484,Female,Loyal Customer,39,Personal Travel,Eco,2677,3,1,3,3,3,2,1,3,3,4,3,1,3,1,0,0.0,0
4485,Female,disloyal Customer,30,Business travel,Eco Plus,314,0,0,0,4,2,0,2,2,5,3,1,4,2,2,0,0.0,1
4486,Male,Loyal Customer,55,Business travel,Business,2329,1,1,1,1,3,3,5,4,4,4,4,4,4,4,5,0.0,1
4487,Female,Loyal Customer,40,Business travel,Eco,1357,1,0,0,4,1,0,1,1,1,1,4,4,3,1,3,0.0,0
4488,Female,disloyal Customer,20,Business travel,Eco,733,1,1,1,1,1,1,1,1,5,2,4,4,5,1,0,0.0,0
4489,Male,Loyal Customer,17,Business travel,Business,1448,4,2,4,4,5,5,5,5,5,4,4,3,4,5,0,23.0,1
4490,Female,disloyal Customer,41,Business travel,Business,1347,4,4,4,4,2,4,2,2,3,4,4,4,5,2,0,0.0,1
4491,Male,Loyal Customer,16,Personal Travel,Eco,445,3,4,3,3,3,3,3,3,5,4,5,2,4,3,43,26.0,0
4492,Male,Loyal Customer,43,Personal Travel,Eco,1119,4,4,3,4,3,3,3,3,4,5,5,4,4,3,0,0.0,0
4493,Female,Loyal Customer,13,Personal Travel,Eco,304,4,1,4,4,1,4,5,1,1,2,4,2,4,1,0,0.0,0
4494,Male,Loyal Customer,17,Personal Travel,Eco,109,2,3,2,3,3,2,3,3,3,4,2,1,3,3,18,13.0,0
4495,Male,Loyal Customer,66,Personal Travel,Eco,491,5,5,5,1,3,5,3,3,1,4,1,2,4,3,10,0.0,1
4496,Female,Loyal Customer,51,Business travel,Eco,689,2,1,1,1,4,4,3,2,2,2,2,1,2,4,0,0.0,0
4497,Male,disloyal Customer,23,Business travel,Business,594,4,4,4,2,2,4,2,2,3,2,5,3,4,2,0,0.0,1
4498,Female,Loyal Customer,45,Business travel,Business,3028,3,3,2,3,2,5,4,5,5,4,5,4,5,3,0,0.0,1
4499,Female,disloyal Customer,29,Business travel,Eco,912,3,3,3,3,4,3,4,4,2,4,3,1,3,4,4,19.0,0
4500,Female,disloyal Customer,22,Business travel,Eco,417,2,3,2,3,5,2,5,5,1,5,2,3,3,5,5,7.0,0
4501,Female,disloyal Customer,28,Business travel,Eco,991,3,3,3,3,4,3,5,4,1,1,3,4,4,4,6,0.0,0
4502,Female,Loyal Customer,56,Business travel,Business,2694,3,3,3,3,2,5,4,4,4,4,4,4,4,5,0,2.0,1
4503,Male,Loyal Customer,9,Personal Travel,Eco,631,4,4,4,3,1,4,1,1,4,2,5,3,5,1,30,17.0,0
4504,Female,Loyal Customer,34,Personal Travel,Eco,200,2,1,2,4,3,2,3,3,1,4,3,1,4,3,2,0.0,0
4505,Female,Loyal Customer,50,Business travel,Business,3252,5,5,3,5,5,4,5,4,4,4,5,3,4,5,0,0.0,1
4506,Male,Loyal Customer,38,Business travel,Business,1080,5,5,5,5,5,5,5,2,2,2,2,5,2,3,65,103.0,1
4507,Female,Loyal Customer,35,Business travel,Business,1506,4,4,4,4,4,5,5,5,5,5,5,3,5,4,3,11.0,1
4508,Male,Loyal Customer,20,Business travel,Eco,2384,3,2,2,2,3,4,5,3,3,3,5,2,1,3,0,0.0,1
4509,Female,Loyal Customer,30,Personal Travel,Eco,357,1,2,2,3,4,2,4,4,4,1,3,2,4,4,0,0.0,0
4510,Female,disloyal Customer,38,Business travel,Eco,372,2,2,3,2,1,3,1,1,3,1,1,2,1,1,0,4.0,0
4511,Male,Loyal Customer,29,Personal Travel,Eco Plus,106,2,4,2,2,4,2,4,4,4,5,5,5,4,4,0,0.0,0
4512,Female,Loyal Customer,47,Business travel,Business,1796,3,3,5,3,3,5,4,5,5,5,5,3,5,4,0,0.0,1
4513,Female,Loyal Customer,43,Business travel,Business,3965,1,1,1,1,5,5,4,5,5,5,5,5,5,4,14,2.0,1
4514,Male,Loyal Customer,55,Business travel,Business,731,2,4,2,2,5,5,5,5,5,5,5,4,5,5,15,2.0,1
4515,Male,Loyal Customer,53,Business travel,Business,1515,2,2,2,2,4,5,5,5,5,5,5,5,5,5,0,0.0,1
4516,Female,Loyal Customer,23,Business travel,Eco,1400,0,4,0,2,4,0,4,4,2,5,5,4,4,4,0,0.0,1
